[1806, 1262]
[folio, [696.0, 99.0, 395.0, 36.0], shoonya_0sWFEHVBEO952L, 5681026]
[paragraph, [94.0, 177.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 213.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 249.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 285.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 321.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 357.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 393.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 429.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [94.0, 465.0, 509.0, 36.0], shoonya_3sGMTCWZ9EMOBG, 5681026]
[paragraph, [650.0, 178.0, 508.0, 36.0], I66_9CjqNo, 5681026]
[paragraph, [651.0, 247.0, 505.0, 36.0], 7c2RXFog51, 5681026]
[paragraph, [651.0, 283.0, 505.0, 36.0], 7c2RXFog51, 5681026]
[paragraph, [651.0, 319.0, 505.0, 36.0], 7c2RXFog51, 5681026]
[paragraph, [651.0, 355.0, 505.0, 36.0], 7c2RXFog51, 5681026]
[paragraph, [650.0, 457.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 493.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 529.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 565.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 601.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 637.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 673.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 709.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 745.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 781.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 817.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 853.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 889.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [650.0, 925.0, 506.0, 36.0], 5e4tTijt6L, 5681026]
[paragraph, [100.0, 535.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 571.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 607.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 643.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 679.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 715.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 751.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 787.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 823.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 859.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 895.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 931.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 967.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1003.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1039.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1075.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1111.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1147.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1183.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [100.0, 1219.0, 499.0, 36.0], shoonya_4sLG9BZ751IUX3, 5681026]
[paragraph, [646.0, 988.0, 510.0, 36.0], Yr75DZBs99, 5681026]
[paragraph, [645.0, 1061.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1097.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1133.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1169.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1205.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1241.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1277.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1313.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [645.0, 1349.0, 511.0, 36.0], xDUK265zIM, 5681026]
[paragraph, [97.0, 1307.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1343.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1379.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1415.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1451.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1487.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1523.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1559.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1595.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1631.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [97.0, 1667.0, 504.0, 36.0], shoonya_6sQJ7PM3WEVTI1, 5681026]
[paragraph, [645.0, 1413.0, 511.0, 36.0], NRU4xfHgHD, 5681026]
[paragraph, [645.0, 1449.0, 511.0, 36.0], NRU4xfHgHD, 5681026]
[paragraph, [645.0, 1485.0, 511.0, 36.0], NRU4xfHgHD, 5681026]
[paragraph, [645.0, 1521.0, 511.0, 36.0], NRU4xfHgHD, 5681026]
[paragraph, [645.0, 1557.0, 511.0, 36.0], NRU4xfHgHD, 5681026]
[paragraph, [645.0, 1593.0, 511.0, 36.0], NRU4xfHgHD, 5681026]
[paragraph, [686.0, 1671.0, 469.0, 36.0], z8x0HBDsuA, 5681026]
