[1448, 2048]
[section-title, [478.0, 445.0, 1100.0, 30.0], 7j5HylLjru, 6473588]
[section-title, [478.0, 475.0, 1100.0, 30.0], 7j5HylLjru, 6473588]
[section-title, [478.0, 505.0, 1100.0, 30.0], 7j5HylLjru, 6473588]
[unordered-list, [381.0, 578.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 596.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 614.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 632.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 650.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 668.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 686.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 704.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 722.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 740.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 758.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 776.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 794.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 812.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 830.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 848.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 866.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 884.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 902.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 920.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 938.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 956.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 974.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[unordered-list, [381.0, 992.0, 550.0, 18.0], aspHbi6R3i, 6473588]
[folio, [501.0, 1276.0, 801.0, 18.0], t7ejsxcdyW, 6473588]
[folio, [501.0, 1294.0, 801.0, 18.0], t7ejsxcdyW, 6473588]
[folio, [501.0, 1312.0, 801.0, 18.0], t7ejsxcdyW, 6473588]
[folio, [1382.0, 1301.0, 179.0, 18.0], of9qHMJ3Lp, 6473588]
[folio, [1382.0, 1319.0, 179.0, 18.0], of9qHMJ3Lp, 6473588]
