[1265, 711]
[folio, [556.0, 24.0, 112.0, 18.0], shoonya_4sQIPB7H3DK2QN, 5782359]
[folio, [556.0, 42.0, 112.0, 18.0], shoonya_4sQIPB7H3DK2QN, 5782359]
[folio, [114.0, 83.0, 466.0, 18.0], shoonya_0sUJCGWN0VD9OE, 5782359]
[paragraph, [113.0, 115.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 133.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 151.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 169.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 187.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 205.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 223.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 241.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 259.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 277.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 295.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 313.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 331.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 349.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 367.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 385.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 403.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 421.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 439.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 457.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[paragraph, [113.0, 475.0, 558.0, 18.0], shoonya_5sXJZQTWACFOHJ, 5782359]
[sidebar, [23.0, 125.0, 84.0, 18.0], UzPJN9ZJax, 5782359]
[sidebar, [23.0, 143.0, 84.0, 18.0], UzPJN9ZJax, 5782359]
[ordered-list, [53.0, 508.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 526.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 544.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 562.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 580.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 598.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 616.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 634.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 652.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 670.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 688.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 706.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 724.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 742.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 760.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 778.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 796.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 814.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 832.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 850.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 868.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 886.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 904.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 922.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 940.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 958.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 976.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 994.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1012.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1030.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1048.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1066.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1084.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1102.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1120.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1138.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1156.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
[ordered-list, [53.0, 1174.0, 615.0, 18.0], shoonya_3s9TFHYOG0UCP8, 5782359]
