[720, 504]
[sidebar, [50.0, 106.0, 192.0, 18.0], shoonya_7sB81U95D21L9K, 5650686]
[sidebar, [50.0, 124.0, 192.0, 18.0], shoonya_7sB81U95D21L9K, 5650686]
[sidebar, [50.0, 142.0, 192.0, 18.0], shoonya_7sB81U95D21L9K, 5650686]
[sidebar, [50.0, 160.0, 192.0, 18.0], shoonya_7sB81U95D21L9K, 5650686]
[sidebar, [50.0, 178.0, 192.0, 18.0], shoonya_7sB81U95D21L9K, 5650686]
[sidebar, [50.0, 196.0, 192.0, 18.0], shoonya_7sB81U95D21L9K, 5650686]
[paragraph, [258.0, 107.0, 196.0, 18.0], shoonya_8s36YQSWATTTWD, 5650686]
[paragraph, [258.0, 174.0, 198.0, 18.0], shoonya_4sBQCYQ4N8J0Y6, 5650686]
[paragraph, [258.0, 192.0, 198.0, 18.0], shoonya_4sBQCYQ4N8J0Y6, 5650686]
[paragraph, [258.0, 210.0, 198.0, 18.0], shoonya_4sBQCYQ4N8J0Y6, 5650686]
[paragraph, [258.0, 228.0, 198.0, 18.0], shoonya_4sBQCYQ4N8J0Y6, 5650686]
[paragraph, [47.0, 226.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 244.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 262.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 280.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 298.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 316.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 334.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 352.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 370.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 388.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 406.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 424.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [47.0, 442.0, 197.0, 18.0], shoonya_1sW8LDA3ANQT8E, 5650686]
[paragraph, [258.0, 259.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 277.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 295.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 313.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 331.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 349.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 367.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 385.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 403.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [258.0, 421.0, 197.0, 18.0], shoonya_3sNP4T2XTGIR86, 5650686]
[paragraph, [259.0, 447.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 465.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 483.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 501.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 519.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 537.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 555.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 573.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 591.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [259.0, 609.0, 197.0, 18.0], shoonya_0s0VG87UTXVSYY, 5650686]
[paragraph, [46.0, 474.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 492.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 510.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 528.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 546.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 564.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 582.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[paragraph, [46.0, 600.0, 198.0, 18.0], shoonya_2s7Z9NCW8HKACF, 5650686]
[footnote, [202.0, 676.0, 95.0, 18.0], R40fIE9yEQ, 5650686]
