[2000, 1414]
[headline, [55.0, 52.0, 1243.0, 67.5], dZYfYxB4Ce, 6491922]
[headline, [55.0, 119.5, 1243.0, 67.5], dZYfYxB4Ce, 6491922]
[headline, [55.0, 187.0, 1243.0, 67.5], dZYfYxB4Ce, 6491922]
[headline, [55.0, 254.5, 1243.0, 67.5], dZYfYxB4Ce, 6491922]
[headline, [55.0, 322.0, 1243.0, 67.5], dZYfYxB4Ce, 6491922]
[paragraph, [717.0, 1141.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [717.0, 1177.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [717.0, 1213.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [717.0, 1249.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [717.0, 1285.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [717.0, 1321.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [717.0, 1357.0, 552.0, 36.0], IlaL9yYmJ3, 6491922]
[paragraph, [66.0, 1143.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [66.0, 1179.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [66.0, 1215.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [66.0, 1251.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [66.0, 1287.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [66.0, 1323.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [66.0, 1359.0, 611.0, 36.0], iEPPtQgefJ, 6491922]
[paragraph, [73.0, 1456.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [73.0, 1492.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [73.0, 1528.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [73.0, 1564.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [73.0, 1600.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [73.0, 1636.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [73.0, 1672.0, 546.0, 36.0], T6dW72pVlE, 6491922]
[paragraph, [712.0, 1461.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1497.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1533.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1569.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1605.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1641.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1677.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
[paragraph, [712.0, 1713.0, 563.0, 36.0], Rx2-YGuBwI, 6491922]
