[3508, 2481]
[contact-info, [528.0, 379.0, 1498.0, 52.5], aHeQ0lWV9_, 6491218]
[contact-info, [528.0, 431.5, 1498.0, 52.5], aHeQ0lWV9_, 6491218]
[contact-info, [528.0, 484.0, 1498.0, 52.5], aHeQ0lWV9_, 6491218]
[contact-info, [528.0, 536.5, 1498.0, 52.5], aHeQ0lWV9_, 6491218]
[headline, [1066.0, 733.0, 335.0, 52.5], _7KuL8kEEt, 6491218]
[headline, [1066.0, 785.5, 335.0, 52.5], _7KuL8kEEt, 6491218]
[sub-headline, [628.0, 967.0, 1224.0, 73.5], 7rVWpZJ72E, 6491218]
[dateline, [1924.0, 1215.0, 338.0, 52.5], kRiJTmlR5L, 6491218]
[dateline, [1924.0, 1267.5, 338.0, 52.5], kRiJTmlR5L, 6491218]
[paragraph, [202.0, 1477.0, 481.0, 52.5], 4-Zwvng-mi, 6491218]
[paragraph, [202.0, 1598.0, 2067.0, 52.5], h3lK_OJTDe, 6491218]
[paragraph, [202.0, 1650.5, 2067.0, 52.5], h3lK_OJTDe, 6491218]
[paragraph, [202.0, 1703.0, 2067.0, 52.5], h3lK_OJTDe, 6491218]
[paragraph, [202.0, 1755.5, 2067.0, 52.5], h3lK_OJTDe, 6491218]
[paragraph, [202.0, 1808.0, 2067.0, 52.5], h3lK_OJTDe, 6491218]
[paragraph, [202.0, 1860.5, 2067.0, 52.5], h3lK_OJTDe, 6491218]
[paragraph, [208.0, 2198.0, 2089.0, 52.5], 5GSF7Q1JNr, 6491218]
[paragraph, [208.0, 2250.5, 2089.0, 52.5], 5GSF7Q1JNr, 6491218]
[paragraph, [208.0, 2303.0, 2089.0, 52.5], 5GSF7Q1JNr, 6491218]
[paragraph, [208.0, 2355.5, 2089.0, 52.5], 5GSF7Q1JNr, 6491218]
[placeholder-text, [1769.0, 2652.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2670.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2688.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2706.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2724.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2742.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2760.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2778.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2796.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2814.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2832.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2850.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2868.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2886.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[placeholder-text, [1769.0, 2904.0, 522.0, 18.0], YO2VHAB0nj, 6491218]
[contact-info, [180.0, 3262.0, 562.0, 52.5], d6h-3h2KQf, 6491218]
