[1606, 1056]
[folio, [102.0, 102.0, 229.0, 36.0], tPPMso9GYh, 5683527]
[folio, [450.0, 104.0, 159.0, 36.0], shoonya_2sWQY7SBOOBX0A, 5683527]
[paragraph, [104.0, 155.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 191.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 227.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 263.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 299.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 335.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 371.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 407.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 443.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 479.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 515.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 551.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 587.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 623.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 659.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 695.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 731.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 767.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 803.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 839.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 875.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 911.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 947.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [104.0, 983.0, 846.0, 36.0], shoonya_1sUUZJOJ185PR4, 5683527]
[paragraph, [103.0, 1059.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1095.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1131.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1167.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1203.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1239.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1275.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1311.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1347.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1383.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1419.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
[paragraph, [103.0, 1455.0, 846.0, 36.0], shoonya_0sL6JIQH562NWX, 5683527]
