[1034, 680]
[folio, [245.0, 64.0, 207.0, 18.0], J1YeczeCEu, 5740291]
[section-title, [68.0, 114.0, 400.0, 30.0], ffEq1MJACd, 5740291]
[paragraph, [60.0, 160.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 178.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 196.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 214.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 232.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 250.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 268.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 286.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 304.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 322.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 340.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 358.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 376.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 394.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 412.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 430.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 448.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 466.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 484.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 502.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 520.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 538.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 556.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 574.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 592.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 610.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 628.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 646.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 664.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 682.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 700.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 718.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 736.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 754.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 772.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 790.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 808.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 826.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 844.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 862.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 880.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 898.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 916.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 934.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
[paragraph, [60.0, 952.0, 556.0, 18.0], 9v-fPXRDr5, 5740291]
