[1241, 875]
[section-title, [386.0, 149.0, 150.0, 30.0], vFYaEJsU9o, 5729518]
[ordered-list, [148.0, 202.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 220.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 238.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 256.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 274.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 292.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 310.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 328.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 346.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 364.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 382.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 400.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 418.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 436.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 454.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 472.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 490.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 508.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 526.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 544.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 562.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 580.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 598.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 616.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 634.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 652.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 670.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 688.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 706.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 724.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 742.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 760.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 778.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 796.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 814.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 832.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 850.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 868.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 886.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 904.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 922.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 940.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 958.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 976.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 994.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 1012.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 1030.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 1048.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 1066.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
[ordered-list, [148.0, 1084.0, 98.0, 18.0], NE5L0AIg1T, 5729518]
