[1545, 2000]
[section-title, [1388.0, 99.0, 561.0, 49.5], shoonya_2sP5LNQXK5HFIS, 6513929]
[section-title, [1388.0, 148.5, 561.0, 49.5], shoonya_2sP5LNQXK5HFIS, 6513929]
[section-title, [1388.0, 198.0, 561.0, 49.5], shoonya_2sP5LNQXK5HFIS, 6513929]
[section-title, [737.0, 107.0, 517.0, 49.5], ui4SbHzyuT, 6513929]
[section-title, [55.0, 137.0, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[section-title, [55.0, 186.5, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[section-title, [55.0, 236.0, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[section-title, [55.0, 285.5, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[section-title, [55.0, 335.0, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[section-title, [55.0, 384.5, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[section-title, [55.0, 434.0, 536.0, 49.5], shoonya_3sFNAVF1DMDMK2, 6513929]
[paragraph, [750.0, 190.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 226.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 262.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 298.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 334.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 370.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 406.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 442.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [750.0, 478.0, 505.0, 36.0], qQo9FH5L_y, 6513929]
[paragraph, [1417.0, 334.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 370.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 406.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 442.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 478.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 514.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 550.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 586.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 622.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 658.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [1417.0, 694.0, 505.0, 36.0], cxcddL6avU, 6513929]
[paragraph, [82.0, 612.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 648.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 684.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 720.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 756.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 792.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 828.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 864.0, 515.0, 36.0], WdxDAl810i, 6513929]
[paragraph, [82.0, 900.0, 515.0, 36.0], WdxDAl810i, 6513929]
