[2067, 1567]
[folio, [189.0, 195.0, 162.0, 36.0], M6swid-Pj8, 5735699]
[folio, [1050.0, 199.0, 322.0, 36.0], mZBUjpQHGr, 5735699]
[paragraph, [194.0, 249.0, 580.0, 36.0], shoonya_5s1RGPUHVTGFN3, 5735699]
[paragraph, [194.0, 285.0, 580.0, 36.0], shoonya_5s1RGPUHVTGFN3, 5735699]
[paragraph, [791.0, 253.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 289.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 325.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 361.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 397.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 433.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 469.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 505.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 541.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 577.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 613.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 649.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [791.0, 685.0, 581.0, 36.0], shoonya_3sHOQ68O4N5HLG, 5735699]
[paragraph, [192.0, 338.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 374.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 410.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 446.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 482.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 518.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 554.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 590.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 626.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 662.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 698.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[paragraph, [192.0, 734.0, 579.0, 36.0], shoonya_0s4PHYU8PJFQSQ, 5735699]
[sidebar, [1413.0, 638.0, 131.0, 36.0], shoonya_8sERLL4CI5ZAUR, 5735699]
[paragraph, [792.0, 740.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 776.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 812.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 848.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 884.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 920.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 956.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 992.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1028.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1064.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1100.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1136.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1172.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1208.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1244.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1280.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1316.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [792.0, 1352.0, 578.0, 36.0], shoonya_1sP2K1CCVF28EN, 5735699]
[paragraph, [192.0, 785.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 821.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 857.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 893.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 929.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 965.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1001.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1037.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1073.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1109.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1145.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1181.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1217.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1253.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1289.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1325.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1361.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1397.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1433.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1469.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1505.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[paragraph, [192.0, 1541.0, 580.0, 36.0], shoonya_2sE000ZR95CQ2C, 5735699]
[author, [934.0, 1402.0, 438.0, 36.0], shoonya_9sVIPUHSTEFU7D, 5735699]
[paragraph, [786.0, 1540.0, 160.0, 36.0], DuW-21v1mL, 5735699]
[paragraph, [190.0, 1586.0, 581.0, 36.0], shoonya_4sI6CUL1413WMX, 5735699]
[paragraph, [190.0, 1622.0, 581.0, 36.0], shoonya_4sI6CUL1413WMX, 5735699]
[paragraph, [190.0, 1658.0, 581.0, 36.0], shoonya_4sI6CUL1413WMX, 5735699]
[paragraph, [190.0, 1694.0, 581.0, 36.0], shoonya_4sI6CUL1413WMX, 5735699]
[paragraph, [190.0, 1730.0, 581.0, 36.0], shoonya_4sI6CUL1413WMX, 5735699]
[paragraph, [190.0, 1766.0, 581.0, 36.0], shoonya_4sI6CUL1413WMX, 5735699]
[paragraph, [792.0, 1629.0, 580.0, 36.0], shoonya_7sH02LBFIQW4NZ, 5735699]
[paragraph, [792.0, 1665.0, 580.0, 36.0], shoonya_7sH02LBFIQW4NZ, 5735699]
[paragraph, [792.0, 1701.0, 580.0, 36.0], shoonya_7sH02LBFIQW4NZ, 5735699]
[paragraph, [792.0, 1737.0, 580.0, 36.0], shoonya_7sH02LBFIQW4NZ, 5735699]
[paragraph, [792.0, 1773.0, 580.0, 36.0], shoonya_7sH02LBFIQW4NZ, 5735699]
