[1034, 680]
[section-title, [143.0, 155.0, 389.0, 30.0], shoonya_0sTLMSB7IL2NJ5, 5739973]
[section-title, [143.0, 185.0, 389.0, 30.0], shoonya_0sTLMSB7IL2NJ5, 5739973]
[sub-section-title, [276.0, 254.0, 141.0, 25.5], OmsxV0qoiU, 5739973]
[sub-section-title, [276.0, 279.5, 141.0, 25.5], OmsxV0qoiU, 5739973]
[paragraph, [67.0, 328.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 346.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 364.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 382.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 400.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 418.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 436.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 454.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 472.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 490.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [67.0, 508.0, 546.0, 18.0], DNZKEqvXYX, 5739973]
[paragraph, [60.0, 547.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 565.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 583.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 601.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 619.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 637.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 655.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 673.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 691.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 709.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 727.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 745.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 763.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 781.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 799.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 817.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 835.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 853.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 871.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[paragraph, [60.0, 889.0, 550.0, 18.0], shoonya_1s8TKLFMECADXU, 5739973]
[reference, [109.0, 921.0, 505.0, 18.0], gMMPrm-ShI, 5739973]
[reference, [109.0, 939.0, 505.0, 18.0], gMMPrm-ShI, 5739973]
[reference, [109.0, 957.0, 505.0, 18.0], gMMPrm-ShI, 5739973]
