[522, 333]
[chapter-title, [124.0, 144.0, 84.0, 30.0], shoonya_0sYWLAFUAHLBS8, 6534070]
[paragraph, [28.0, 180.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 198.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 216.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 234.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 252.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 270.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 288.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 306.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 324.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 342.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 360.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 378.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 396.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
[paragraph, [28.0, 414.0, 284.0, 18.0], 8xRKOXS75E, 6534070]
