[1242, 878]
[chapter-title, [297.0, 26.0, 317.0, 30.0], shoonya_17s1WQCDJUK6B9, 5776656]
[paragraph, [152.0, 68.0, 646.0, 18.0], Zy_K4ctWlK, 5776656]
[paragraph, [152.0, 86.0, 646.0, 18.0], Zy_K4ctWlK, 5776656]
[paragraph, [179.0, 116.0, 245.0, 18.0], tXmE7LezPB, 5776656]
[paragraph, [156.0, 140.0, 638.0, 18.0], EEsbR4o-2V, 5776656]
[paragraph, [156.0, 158.0, 638.0, 18.0], EEsbR4o-2V, 5776656]
[paragraph, [156.0, 176.0, 638.0, 18.0], EEsbR4o-2V, 5776656]
[paragraph, [186.0, 193.0, 92.0, 18.0], shoonya_16sZ6CEDVG4Y79, 5776656]
[paragraph, [185.0, 218.0, 117.0, 18.0], shoonya_8s18SE8WS90IL5, 5776656]
[paragraph, [184.0, 243.0, 571.0, 18.0], shoonya_13sIEJF6YGG0S9, 5776656]
[paragraph, [163.0, 266.0, 640.0, 18.0], shoonya_4sTZ841QYI9KWZ, 5776656]
[paragraph, [163.0, 284.0, 640.0, 18.0], shoonya_4sTZ841QYI9KWZ, 5776656]
[paragraph, [163.0, 302.0, 640.0, 18.0], shoonya_4sTZ841QYI9KWZ, 5776656]
[paragraph, [144.0, 319.0, 656.0, 18.0], y29ywKGuzo, 5776656]
[paragraph, [144.0, 337.0, 656.0, 18.0], y29ywKGuzo, 5776656]
[paragraph, [144.0, 355.0, 656.0, 18.0], y29ywKGuzo, 5776656]
[paragraph, [144.0, 373.0, 656.0, 18.0], y29ywKGuzo, 5776656]
[paragraph, [165.0, 394.0, 628.0, 18.0], shoonya_2sLV6Z92DSXU0E, 5776656]
[paragraph, [165.0, 412.0, 628.0, 18.0], shoonya_2sLV6Z92DSXU0E, 5776656]
[paragraph, [165.0, 430.0, 628.0, 18.0], shoonya_2sLV6Z92DSXU0E, 5776656]
[paragraph, [159.0, 441.0, 642.0, 18.0], 5r2WGcma8_, 5776656]
[paragraph, [159.0, 459.0, 642.0, 18.0], 5r2WGcma8_, 5776656]
[paragraph, [159.0, 477.0, 642.0, 18.0], 5r2WGcma8_, 5776656]
[paragraph, [159.0, 495.0, 642.0, 18.0], 5r2WGcma8_, 5776656]
[paragraph, [186.0, 520.0, 295.0, 18.0], shoonya_9s1U84IHI8T2B2, 5776656]
[paragraph, [166.0, 545.0, 632.0, 18.0], shoonya_0sS3G44Y53EX0L, 5776656]
[paragraph, [166.0, 563.0, 632.0, 18.0], shoonya_0sS3G44Y53EX0L, 5776656]
[paragraph, [166.0, 581.0, 632.0, 18.0], shoonya_0sS3G44Y53EX0L, 5776656]
[paragraph, [166.0, 599.0, 632.0, 18.0], shoonya_0sS3G44Y53EX0L, 5776656]
[paragraph, [166.0, 617.0, 632.0, 18.0], shoonya_0sS3G44Y53EX0L, 5776656]
[paragraph, [181.0, 645.0, 526.0, 18.0], shoonya_18s28NBLXG6V5P, 5776656]
[paragraph, [189.0, 669.0, 579.0, 18.0], shoonya_11s49LPQEZ76SD, 5776656]
[paragraph, [193.0, 696.0, 129.0, 18.0], shoonya_7sFV3PXK3XPQVU, 5776656]
[paragraph, [167.0, 721.0, 630.0, 18.0], shoonya_1sER0H0SOF5ZZ3, 5776656]
[paragraph, [167.0, 739.0, 630.0, 18.0], shoonya_1sER0H0SOF5ZZ3, 5776656]
[paragraph, [167.0, 757.0, 630.0, 18.0], shoonya_1sER0H0SOF5ZZ3, 5776656]
[paragraph, [167.0, 775.0, 630.0, 18.0], shoonya_1sER0H0SOF5ZZ3, 5776656]
[paragraph, [167.0, 793.0, 630.0, 18.0], shoonya_1sER0H0SOF5ZZ3, 5776656]
[paragraph, [193.0, 820.0, 309.0, 18.0], shoonya_5s4D5VCTA1OSRF, 5776656]
[paragraph, [168.0, 846.0, 632.0, 18.0], shoonya_3sB0HUDZH6Y6ZK, 5776656]
[paragraph, [168.0, 864.0, 632.0, 18.0], shoonya_3sB0HUDZH6Y6ZK, 5776656]
[paragraph, [166.0, 897.0, 633.0, 18.0], shoonya_6sZL9AU84C5MT9, 5776656]
[paragraph, [166.0, 915.0, 633.0, 18.0], shoonya_6sZL9AU84C5MT9, 5776656]
[paragraph, [166.0, 933.0, 633.0, 18.0], shoonya_6sZL9AU84C5MT9, 5776656]
[paragraph, [166.0, 951.0, 633.0, 18.0], shoonya_6sZL9AU84C5MT9, 5776656]
[paragraph, [168.0, 971.0, 633.0, 18.0], shoonya_10sHEN7ZT1BEDV, 5776656]
[paragraph, [168.0, 989.0, 633.0, 18.0], shoonya_10sHEN7ZT1BEDV, 5776656]
[paragraph, [168.0, 1021.0, 631.0, 18.0], shoonya_12s7309H1HNFCA, 5776656]
[paragraph, [168.0, 1039.0, 631.0, 18.0], shoonya_12s7309H1HNFCA, 5776656]
[paragraph, [170.0, 1064.0, 392.0, 18.0], shoonya_14sU8VJAGGPPB5, 5776656]
[paragraph, [170.0, 1082.0, 392.0, 18.0], shoonya_14sU8VJAGGPPB5, 5776656]
