[2200, 1700]
[paragraph, [363.0, 69.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 105.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 141.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 177.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 213.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 249.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 285.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 321.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [363.0, 357.0, 1100.0, 36.0], shoonya_0s6V0LA1IC2QG2, 5730786]
[paragraph, [500.0, 428.0, 874.0, 36.0], KesaIle6J8, 5730786]
[paragraph, [500.0, 464.0, 874.0, 36.0], KesaIle6J8, 5730786]
[paragraph, [500.0, 500.0, 874.0, 36.0], KesaIle6J8, 5730786]
[paragraph, [371.0, 538.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 574.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 610.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 646.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 682.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 718.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 754.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 790.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 826.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 862.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 898.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 934.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 970.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1006.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1042.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1078.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1114.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1150.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1186.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1222.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1258.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1294.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1330.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1366.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1402.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1438.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1474.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1510.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1546.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1582.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1618.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1654.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1690.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1726.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1762.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1798.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1834.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1870.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[paragraph, [371.0, 1906.0, 1110.0, 36.0], shoonya_1sS5RVMN0OZ2UV, 5730786]
[folio, [1039.0, 2023.0, 367.0, 36.0], trANb7jJHu, 5730786]
