[2200, 1700]
[paragraph, [372.0, 115.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 151.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 187.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 223.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 259.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 295.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 331.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 367.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 403.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 439.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 475.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 511.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 547.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 583.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [372.0, 619.0, 1131.0, 36.0], shoonya_1sJDMLPLWY1ELT, 5733742]
[paragraph, [374.0, 749.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 785.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 821.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 857.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 893.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 929.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 965.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 1001.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [374.0, 1037.0, 1131.0, 36.0], shoonya_0sWX4HUF2KAELO, 5733742]
[paragraph, [373.0, 1103.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1139.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1175.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1211.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1247.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1283.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1319.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1355.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1391.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1427.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1463.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1499.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1535.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1571.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1607.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1643.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1679.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1715.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1751.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1787.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1823.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1859.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1895.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1931.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
[paragraph, [373.0, 1967.0, 1137.0, 36.0], shoonya_2sOTQP3EVPLR9N, 5733742]
