[814, 624]
[sub-section-title, [85.0, 78.0, 450.0, 25.5], GAkEsAIoll, 5690271]
[subsub-section-title, [78.0, 133.0, 464.0, 15.0], rlSdWkobJB, 5690271]
[subsub-section-title, [78.0, 148.0, 464.0, 15.0], rlSdWkobJB, 5690271]
[subsub-section-title, [78.0, 163.0, 464.0, 15.0], rlSdWkobJB, 5690271]
[unordered-list, [78.0, 197.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 215.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 233.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 251.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 269.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 287.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 305.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 323.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[unordered-list, [78.0, 341.0, 467.0, 18.0], exy1nJuGCm, 5690271]
[ordered-list, [67.0, 374.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 392.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 410.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 428.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 446.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 464.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 482.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 500.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 518.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 536.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 554.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 572.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 590.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 608.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 626.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 644.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 662.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 680.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[ordered-list, [67.0, 698.0, 480.0, 18.0], qHqsv3nxrN, 5690271]
[subsub-section-title, [77.0, 377.0, 59.0, 15.0], Cx2a0H0ytQ, 5690271]
[subsub-section-title, [78.0, 510.0, 62.0, 15.0], LPfrJhchfj, 5690271]
[subsub-section-title, [78.0, 621.0, 63.0, 15.0], Dn_ShcMVGL, 5690271]
