[1300, 900]
[folio, [364.0, 30.0, 120.0, 18.0], 4OpRkrHo91, 5731890]
[paragraph, [80.0, 94.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [80.0, 112.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [80.0, 130.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [80.0, 148.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [80.0, 166.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [80.0, 184.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [80.0, 202.0, 696.0, 18.0], shoonya_0sLI35KMPJDNH4, 5731890]
[paragraph, [79.0, 234.0, 693.0, 18.0], shoonya_10sAMOV1ZAZCJM, 5731890]
[paragraph, [79.0, 252.0, 693.0, 18.0], shoonya_10sAMOV1ZAZCJM, 5731890]
[paragraph, [79.0, 270.0, 693.0, 18.0], shoonya_10sAMOV1ZAZCJM, 5731890]
[paragraph, [79.0, 288.0, 693.0, 18.0], shoonya_10sAMOV1ZAZCJM, 5731890]
[paragraph, [79.0, 306.0, 693.0, 18.0], shoonya_10sAMOV1ZAZCJM, 5731890]
[paragraph, [81.0, 333.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 351.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 369.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 387.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 405.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 423.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 441.0, 696.0, 18.0], shoonya_9sAJWDXGK5CP7H, 5731890]
[paragraph, [81.0, 471.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 489.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 507.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 525.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 543.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 561.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 579.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [81.0, 597.0, 695.0, 18.0], shoonya_6sEOB8ODAM4AHB, 5731890]
[paragraph, [84.0, 617.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [84.0, 635.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [84.0, 653.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [84.0, 671.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [84.0, 689.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [84.0, 707.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [84.0, 725.0, 697.0, 18.0], shoonya_2sZN0CS49Q5SQ4, 5731890]
[paragraph, [86.0, 757.0, 698.0, 18.0], shoonya_4sVLZTRY9S956K, 5731890]
[paragraph, [86.0, 775.0, 698.0, 18.0], shoonya_4sVLZTRY9S956K, 5731890]
[paragraph, [86.0, 793.0, 698.0, 18.0], shoonya_4sVLZTRY9S956K, 5731890]
[paragraph, [86.0, 811.0, 698.0, 18.0], shoonya_4sVLZTRY9S956K, 5731890]
[paragraph, [86.0, 829.0, 698.0, 18.0], shoonya_4sVLZTRY9S956K, 5731890]
[paragraph, [82.0, 858.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [82.0, 876.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [82.0, 894.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [82.0, 912.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [82.0, 930.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [82.0, 948.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [82.0, 966.0, 697.0, 18.0], shoonya_1sP71D0KVQLYHG, 5731890]
[paragraph, [88.0, 996.0, 694.0, 18.0], shoonya_3sUABWF4CTVB3T, 5731890]
[paragraph, [88.0, 1014.0, 694.0, 18.0], shoonya_3sUABWF4CTVB3T, 5731890]
[paragraph, [88.0, 1032.0, 694.0, 18.0], shoonya_3sUABWF4CTVB3T, 5731890]
[paragraph, [88.0, 1050.0, 694.0, 18.0], shoonya_3sUABWF4CTVB3T, 5731890]
[paragraph, [88.0, 1068.0, 694.0, 18.0], shoonya_3sUABWF4CTVB3T, 5731890]
[paragraph, [90.0, 1092.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
[paragraph, [90.0, 1110.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
[paragraph, [90.0, 1128.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
[paragraph, [90.0, 1146.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
[paragraph, [90.0, 1164.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
[paragraph, [90.0, 1182.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
[paragraph, [90.0, 1200.0, 689.0, 18.0], shoonya_7sG6T9SPAL52GR, 5731890]
