[1650, 1275]
[sub-section-title, [137.0, 210.0, 388.0, 36.0], 9uyiSHQRbp, 5781269]
[unordered-list, [247.0, 281.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[unordered-list, [247.0, 317.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[unordered-list, [247.0, 353.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[unordered-list, [247.0, 389.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[unordered-list, [247.0, 425.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[unordered-list, [247.0, 461.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[unordered-list, [247.0, 497.0, 880.0, 36.0], shoonya_0sU2EPDMWS5OBX, 5781269]
[sub-section-title, [140.0, 554.0, 403.0, 36.0], 2smflh5evv, 5781269]
[paragraph, [130.0, 626.0, 972.0, 36.0], e0ZcHm5Pgh, 5781269]
[paragraph, [130.0, 662.0, 972.0, 36.0], e0ZcHm5Pgh, 5781269]
[reference, [123.0, 757.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 793.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 829.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 865.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 901.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 937.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 973.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1009.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1045.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1081.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1117.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1153.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1189.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1225.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1261.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1297.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1333.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1369.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
[reference, [123.0, 1405.0, 1022.0, 36.0], shoonya_1sGH1XY016ZWFT, 5781269]
