[3509, 2482]
[folio, [853.0, 201.0, 487.0, 52.5], JdC1fgYFHF, 5691914]
[folio, [853.0, 253.5, 487.0, 52.5], JdC1fgYFHF, 5691914]
[paragraph, [204.0, 335.0, 1777.0, 52.5], t_3Ls2MFm3, 5691914]
[paragraph, [204.0, 387.5, 1777.0, 52.5], t_3Ls2MFm3, 5691914]
[paragraph, [204.0, 440.0, 1777.0, 52.5], t_3Ls2MFm3, 5691914]
[paragraph, [210.0, 496.0, 1792.0, 52.5], _1TTEAB6MA, 5691914]
[paragraph, [210.0, 548.5, 1792.0, 52.5], _1TTEAB6MA, 5691914]
[paragraph, [210.0, 601.0, 1792.0, 52.5], _1TTEAB6MA, 5691914]
[paragraph, [210.0, 653.5, 1792.0, 52.5], _1TTEAB6MA, 5691914]
[paragraph, [221.0, 741.0, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 793.5, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 846.0, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 898.5, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 951.0, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 1003.5, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 1056.0, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 1108.5, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 1161.0, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[paragraph, [221.0, 1213.5, 1775.0, 52.5], shoonya_0sZQ62ZBPSTKP6, 5691914]
[section-title, [995.0, 1439.0, 241.0, 93.0], NcJbNfdaW8, 5691914]
[paragraph, [213.0, 1567.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1619.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1672.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1724.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1777.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1829.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1882.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1934.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 1987.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2039.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2092.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2144.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2197.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2249.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2302.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2354.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2407.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2459.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2512.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2564.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2617.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2669.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2722.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2774.5, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [213.0, 2827.0, 1777.0, 52.5], shoonya_1s6A5KGT163I7C, 5691914]
[paragraph, [216.0, 2919.0, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 2971.5, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 3024.0, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 3076.5, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 3129.0, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 3181.5, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 3234.0, 1784.0, 52.5], 7ajB6w0poS, 5691914]
[paragraph, [216.0, 3286.5, 1784.0, 52.5], 7ajB6w0poS, 5691914]
