[766, 567]
[headline, [81.0, 306.0, 420.0, 25.5], shoonya_3s1TPY8N54XKDP, 5771976]
[sub-headline, [155.0, 355.0, 286.0, 25.5], rRnT-4Zd23, 5771976]
[paragraph, [51.0, 390.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 408.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 426.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 444.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 462.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 480.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 498.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 516.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 534.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 552.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 570.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 588.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 606.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 624.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 642.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [51.0, 660.0, 161.0, 18.0], shoonya_1s57ZG5ASX1Z2F, 5771976]
[paragraph, [240.0, 395.0, 302.0, 18.0], shoonya_6sJDZ2D82HGZ7B, 5771976]
[paragraph, [240.0, 413.0, 302.0, 18.0], shoonya_6sJDZ2D82HGZ7B, 5771976]
[paragraph, [240.0, 431.0, 302.0, 18.0], shoonya_6sJDZ2D82HGZ7B, 5771976]
[paragraph, [240.0, 449.0, 302.0, 18.0], shoonya_6sJDZ2D82HGZ7B, 5771976]
[paragraph, [239.0, 478.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 496.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 514.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 532.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 550.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 568.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 586.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 604.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 622.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 640.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[paragraph, [239.0, 658.0, 303.0, 18.0], 471o0rOQBb, 5771976]
[folio, [375.0, 703.0, 46.0, 18.0], 0fMp2mOKRR, 5771976]
