[595, 454]
[section-title, [208.0, 128.0, 208.0, 30.0], shoonya_2sATFFJGSDUQTV, 6460922]
[paragraph, [208.0, 170.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 188.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 206.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 224.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 242.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 260.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 278.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 296.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 314.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 332.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 350.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 368.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 386.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 404.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 422.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 440.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 458.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 476.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[paragraph, [208.0, 494.0, 197.0, 18.0], shoonya_1s7EWYCHKYNSZ3, 6460922]
[figure-caption, [208.0, 518.0, 198.0, 18.0], wrymi5TWbk, 6460922]
[figure-caption, [208.0, 536.0, 198.0, 18.0], wrymi5TWbk, 6460922]
[figure-caption, [208.0, 554.0, 198.0, 18.0], wrymi5TWbk, 6460922]
