[2339, 1656]
[paragraph, [854.0, 82.0, 695.0, 36.0], 4PzEkeP05R, 5749277]
[paragraph, [854.0, 118.0, 695.0, 36.0], 4PzEkeP05R, 5749277]
[paragraph, [854.0, 154.0, 695.0, 36.0], 4PzEkeP05R, 5749277]
[paragraph, [854.0, 190.0, 695.0, 36.0], 4PzEkeP05R, 5749277]
[paragraph, [115.0, 89.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 125.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 161.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 197.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 233.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 269.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 305.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 341.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 377.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 413.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 449.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 485.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 521.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 557.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [115.0, 593.0, 717.0, 36.0], shoonya_0sB10WFVQFIC2F, 5749277]
[paragraph, [968.0, 248.0, 459.0, 36.0], 1xR3fjE3YS, 5749277]
[paragraph, [968.0, 284.0, 459.0, 36.0], 1xR3fjE3YS, 5749277]
[paragraph, [852.0, 361.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 397.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 433.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 469.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 505.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 541.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 577.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 613.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 649.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 685.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 721.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 757.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 793.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 829.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [852.0, 865.0, 705.0, 36.0], 6SaDQ536EI, 5749277]
[paragraph, [134.0, 647.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 683.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 719.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 755.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 791.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 827.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 863.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 899.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 935.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 971.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1007.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1043.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1079.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1115.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1151.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1187.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1223.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1259.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1295.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1331.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1367.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [134.0, 1403.0, 703.0, 36.0], XnvCOCQHaa, 5749277]
[paragraph, [985.0, 909.0, 455.0, 36.0], pWHgHTCITb, 5749277]
[paragraph, [985.0, 945.0, 455.0, 36.0], pWHgHTCITb, 5749277]
[paragraph, [985.0, 981.0, 455.0, 36.0], pWHgHTCITb, 5749277]
[paragraph, [869.0, 1024.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1060.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1096.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1132.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1168.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1204.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1240.0, 695.0, 36.0], aOBk6x8xBU, 5749277]
[paragraph, [869.0, 1297.0, 571.0, 36.0], h5YN6mel2n, 5749277]
[paragraph, [869.0, 1333.0, 571.0, 36.0], h5YN6mel2n, 5749277]
[paragraph, [902.0, 1407.0, 637.0, 36.0], z4BZaHKcrX, 5749277]
[paragraph, [865.0, 1463.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [865.0, 1499.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [865.0, 1535.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [865.0, 1571.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [865.0, 1607.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [865.0, 1643.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [865.0, 1679.0, 712.0, 36.0], KicadUfLXw, 5749277]
[paragraph, [122.0, 1479.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1515.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1551.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1587.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1623.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1659.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1695.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1731.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1767.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1803.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [122.0, 1839.0, 722.0, 36.0], 1_8epjyOvj, 5749277]
[paragraph, [877.0, 1744.0, 699.0, 36.0], b4em1qU4yl, 5749277]
[paragraph, [877.0, 1780.0, 699.0, 36.0], b4em1qU4yl, 5749277]
[paragraph, [877.0, 1816.0, 699.0, 36.0], b4em1qU4yl, 5749277]
[paragraph, [877.0, 1852.0, 699.0, 36.0], b4em1qU4yl, 5749277]
[paragraph, [881.0, 1900.0, 710.0, 36.0], ndpHak5d63, 5749277]
[paragraph, [881.0, 1936.0, 710.0, 36.0], ndpHak5d63, 5749277]
[paragraph, [881.0, 1972.0, 710.0, 36.0], ndpHak5d63, 5749277]
[paragraph, [881.0, 2008.0, 710.0, 36.0], ndpHak5d63, 5749277]
[paragraph, [881.0, 2044.0, 710.0, 36.0], ndpHak5d63, 5749277]
[paragraph, [881.0, 2080.0, 710.0, 36.0], ndpHak5d63, 5749277]
[paragraph, [136.0, 1914.0, 716.0, 36.0], jAn4MUJvYz, 5749277]
[paragraph, [136.0, 1950.0, 716.0, 36.0], jAn4MUJvYz, 5749277]
[paragraph, [136.0, 1986.0, 716.0, 36.0], jAn4MUJvYz, 5749277]
[paragraph, [136.0, 2022.0, 716.0, 36.0], jAn4MUJvYz, 5749277]
[paragraph, [136.0, 2058.0, 716.0, 36.0], jAn4MUJvYz, 5749277]
[paragraph, [136.0, 2094.0, 716.0, 36.0], jAn4MUJvYz, 5749277]
