[1267, 753]
[folio, [292.0, 75.0, 146.0, 18.0], shoonya_2sZ6X9RS995ZK8, 5699638]
[paragraph, [73.0, 123.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 141.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 159.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 177.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 195.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 213.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 231.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 249.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 267.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 285.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 303.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 321.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 339.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 357.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 375.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 393.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 411.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 429.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 447.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 465.0, 596.0, 18.0], shoonya_0sKV1FIWA6YS5G, 5699638]
[paragraph, [73.0, 534.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 552.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 570.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 588.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 606.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 624.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 642.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 660.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 678.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 696.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 714.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 732.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
