[792, 612]
[folio, [270.0, 39.0, 71.0, 18.0], WH6pOpxYSR, 6493321]
[paragraph, [102.0, 83.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 101.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 119.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 137.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 155.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 173.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 191.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 209.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [102.0, 227.0, 409.0, 18.0], shoonya_2sARGVHRRZA200, 6493321]
[paragraph, [103.0, 249.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 267.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 285.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 303.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 321.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 339.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 357.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 375.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [103.0, 393.0, 405.0, 18.0], shoonya_1sSY0H4RO6RU62, 6493321]
[paragraph, [106.0, 430.0, 405.0, 18.0], shoonya_0sKU4B3XQAHB08, 6493321]
[paragraph, [106.0, 448.0, 405.0, 18.0], shoonya_0sKU4B3XQAHB08, 6493321]
[paragraph, [106.0, 466.0, 405.0, 18.0], shoonya_0sKU4B3XQAHB08, 6493321]
[paragraph, [106.0, 484.0, 405.0, 18.0], shoonya_0sKU4B3XQAHB08, 6493321]
[paragraph, [105.0, 510.0, 407.0, 18.0], shoonya_5sTBRNHMOE3GV7, 6493321]
[paragraph, [105.0, 528.0, 407.0, 18.0], shoonya_5sTBRNHMOE3GV7, 6493321]
[paragraph, [105.0, 546.0, 407.0, 18.0], shoonya_5sTBRNHMOE3GV7, 6493321]
[paragraph, [106.0, 570.0, 402.0, 18.0], shoonya_4sFGVCRWNKY2O9, 6493321]
[paragraph, [106.0, 588.0, 402.0, 18.0], shoonya_4sFGVCRWNKY2O9, 6493321]
[paragraph, [106.0, 606.0, 402.0, 18.0], shoonya_4sFGVCRWNKY2O9, 6493321]
[paragraph, [104.0, 630.0, 407.0, 18.0], shoonya_3sZ93MZYNITDVL, 6493321]
[paragraph, [104.0, 648.0, 407.0, 18.0], shoonya_3sZ93MZYNITDVL, 6493321]
[paragraph, [104.0, 666.0, 407.0, 18.0], shoonya_3sZ93MZYNITDVL, 6493321]
[paragraph, [104.0, 684.0, 407.0, 18.0], shoonya_3sZ93MZYNITDVL, 6493321]
