[1372, 849]
[section-title, [350.0, 68.0, 168.0, 30.0], shoonya_1s3WDGFX73O00T, 5709878]
[paragraph, [68.0, 130.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 148.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 166.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 184.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 202.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 220.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 238.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 256.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 274.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 292.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [68.0, 310.0, 716.0, 18.0], a1VWYH7pV2, 5709878]
[paragraph, [60.0, 348.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 366.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 384.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 402.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 420.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 438.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 456.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 474.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 492.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 510.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 528.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 546.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 564.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 582.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 600.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 618.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 636.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 654.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 672.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 690.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 708.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 726.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 744.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 762.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 780.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 798.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 816.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 834.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 852.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 870.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 888.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 906.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 924.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 942.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 960.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 978.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 996.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1014.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1032.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1050.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1068.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1086.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1104.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1122.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1140.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1158.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1176.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1194.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1212.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1230.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1248.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1266.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
[paragraph, [60.0, 1284.0, 728.0, 18.0], dRrHX--ZuL, 5709878]
