[1300, 900]
[folio, [373.0, 37.0, 128.0, 18.0], BFmclgn87Z, 5732525]
[paragraph, [86.0, 100.0, 690.0, 18.0], shoonya_9sKPC90LWM2KMA, 5732525]
[paragraph, [86.0, 118.0, 690.0, 18.0], shoonya_9sKPC90LWM2KMA, 5732525]
[paragraph, [86.0, 136.0, 690.0, 18.0], shoonya_9sKPC90LWM2KMA, 5732525]
[paragraph, [86.0, 154.0, 690.0, 18.0], shoonya_9sKPC90LWM2KMA, 5732525]
[paragraph, [88.0, 194.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [88.0, 212.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [88.0, 230.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [88.0, 248.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [88.0, 266.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [88.0, 284.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [88.0, 302.0, 694.0, 18.0], shoonya_2sOFSL98SS6TMR, 5732525]
[paragraph, [92.0, 329.0, 695.0, 18.0], shoonya_11sE05PRLGXBQ1, 5732525]
[paragraph, [92.0, 347.0, 695.0, 18.0], shoonya_11sE05PRLGXBQ1, 5732525]
[paragraph, [92.0, 365.0, 695.0, 18.0], shoonya_11sE05PRLGXBQ1, 5732525]
[paragraph, [92.0, 383.0, 695.0, 18.0], shoonya_11sE05PRLGXBQ1, 5732525]
[paragraph, [92.0, 401.0, 695.0, 18.0], shoonya_11sE05PRLGXBQ1, 5732525]
[paragraph, [135.0, 423.0, 649.0, 18.0], shoonya_6sWTSVUF3NYJSZ, 5732525]
[paragraph, [135.0, 441.0, 649.0, 18.0], shoonya_6sWTSVUF3NYJSZ, 5732525]
[paragraph, [93.0, 465.0, 696.0, 18.0], shoonya_4s4PZ4I9KRYBFM, 5732525]
[paragraph, [93.0, 483.0, 696.0, 18.0], shoonya_4s4PZ4I9KRYBFM, 5732525]
[paragraph, [93.0, 501.0, 696.0, 18.0], shoonya_4s4PZ4I9KRYBFM, 5732525]
[paragraph, [93.0, 519.0, 696.0, 18.0], shoonya_4s4PZ4I9KRYBFM, 5732525]
[paragraph, [93.0, 537.0, 696.0, 18.0], shoonya_4s4PZ4I9KRYBFM, 5732525]
[paragraph, [93.0, 558.0, 698.0, 18.0], shoonya_8sB2VQHDQ0NR7L, 5732525]
[paragraph, [93.0, 576.0, 698.0, 18.0], shoonya_8sB2VQHDQ0NR7L, 5732525]
[paragraph, [93.0, 594.0, 698.0, 18.0], shoonya_8sB2VQHDQ0NR7L, 5732525]
[paragraph, [93.0, 612.0, 698.0, 18.0], shoonya_8sB2VQHDQ0NR7L, 5732525]
[paragraph, [93.0, 647.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 665.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 683.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 701.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 719.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 737.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 755.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 773.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 791.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [93.0, 809.0, 699.0, 18.0], shoonya_0sLUENJC65B0KS, 5732525]
[paragraph, [94.0, 828.0, 695.0, 18.0], shoonya_3sK7WQPJU4TI7R, 5732525]
[paragraph, [94.0, 846.0, 695.0, 18.0], shoonya_3sK7WQPJU4TI7R, 5732525]
[paragraph, [94.0, 864.0, 695.0, 18.0], shoonya_3sK7WQPJU4TI7R, 5732525]
[paragraph, [94.0, 882.0, 695.0, 18.0], shoonya_3sK7WQPJU4TI7R, 5732525]
[paragraph, [94.0, 900.0, 695.0, 18.0], shoonya_3sK7WQPJU4TI7R, 5732525]
[paragraph, [97.0, 924.0, 691.0, 18.0], shoonya_1sSDET462L0PAM, 5732525]
[paragraph, [97.0, 942.0, 691.0, 18.0], shoonya_1sSDET462L0PAM, 5732525]
[paragraph, [97.0, 960.0, 691.0, 18.0], shoonya_1sSDET462L0PAM, 5732525]
[paragraph, [97.0, 978.0, 691.0, 18.0], shoonya_1sSDET462L0PAM, 5732525]
[paragraph, [95.0, 1016.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1034.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1052.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1070.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1088.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1106.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1124.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1142.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1160.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [95.0, 1178.0, 700.0, 18.0], shoonya_5s7FZ2XS3Q8QQL, 5732525]
[paragraph, [143.0, 1193.0, 649.0, 18.0], shoonya_7sJK3G0V0Z1UDW, 5732525]
[paragraph, [143.0, 1211.0, 649.0, 18.0], shoonya_7sJK3G0V0Z1UDW, 5732525]
