[2363, 1655]
[folio, [194.0, 117.0, 635.0, 36.0], 3gsOJ1uFLE, 5720949]
[paragraph, [198.0, 211.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 247.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 283.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 319.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 355.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 391.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 427.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 463.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [198.0, 499.0, 1257.0, 36.0], bql5Rr3f6W, 5720949]
[paragraph, [184.0, 564.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 600.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 636.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 672.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 708.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 744.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 780.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 816.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [184.0, 852.0, 1288.0, 36.0], 5g5AicWxBq, 5720949]
[paragraph, [188.0, 920.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 956.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 992.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1028.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1064.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1100.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1136.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1172.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1208.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1244.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1280.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1316.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1352.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1388.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1424.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1460.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1496.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1532.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1568.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1604.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1640.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1676.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1712.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1748.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1784.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1820.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1856.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1892.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1928.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[paragraph, [188.0, 1964.0, 1280.0, 36.0], 3w3ii_MiF_, 5720949]
[section-title, [253.0, 2049.0, 778.0, 52.5], shoonya_1sSOZXNVJRJ7LH, 5720949]
[paragraph, [201.0, 2123.0, 1254.0, 36.0], shoonya_3sHGPCHNG48CNZ, 5720949]
[paragraph, [201.0, 2159.0, 1254.0, 36.0], shoonya_3sHGPCHNG48CNZ, 5720949]
[paragraph, [201.0, 2195.0, 1254.0, 36.0], shoonya_3sHGPCHNG48CNZ, 5720949]
