[1246, 853]
[chapter-title, [380.0, 33.0, 202.0, 30.0], shoonya_7sYC7GCKSXTV2K, 5776364]
[paragraph, [172.0, 70.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 88.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 106.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 124.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 142.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 160.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 178.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [172.0, 196.0, 623.0, 18.0], shoonya_3sP50YSZB335NU, 5776364]
[paragraph, [173.0, 224.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 242.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 260.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 278.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 296.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 314.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 332.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 350.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 368.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [173.0, 386.0, 620.0, 18.0], shoonya_1s2JC27ZODQ3AP, 5776364]
[paragraph, [174.0, 420.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 438.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 456.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 474.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 492.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 510.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 528.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [174.0, 546.0, 620.0, 18.0], shoonya_2s862QCQE0YM96, 5776364]
[paragraph, [175.0, 572.0, 619.0, 18.0], shoonya_4sM1QQPSER365H, 5776364]
[paragraph, [175.0, 590.0, 619.0, 18.0], shoonya_4sM1QQPSER365H, 5776364]
[paragraph, [175.0, 608.0, 619.0, 18.0], shoonya_4sM1QQPSER365H, 5776364]
[paragraph, [175.0, 626.0, 619.0, 18.0], shoonya_4sM1QQPSER365H, 5776364]
[paragraph, [175.0, 644.0, 619.0, 18.0], shoonya_4sM1QQPSER365H, 5776364]
[paragraph, [175.0, 662.0, 619.0, 18.0], shoonya_4sM1QQPSER365H, 5776364]
[paragraph, [176.0, 696.0, 617.0, 18.0], shoonya_6sUND6O2LQ5A9I, 5776364]
[paragraph, [176.0, 714.0, 617.0, 18.0], shoonya_6sUND6O2LQ5A9I, 5776364]
[paragraph, [175.0, 746.0, 620.0, 18.0], shoonya_5sHQPXV4K87CS0, 5776364]
[paragraph, [175.0, 764.0, 620.0, 18.0], shoonya_5sHQPXV4K87CS0, 5776364]
[paragraph, [175.0, 782.0, 620.0, 18.0], shoonya_5sHQPXV4K87CS0, 5776364]
[paragraph, [175.0, 800.0, 620.0, 18.0], shoonya_5sHQPXV4K87CS0, 5776364]
[paragraph, [174.0, 819.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 837.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 855.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 873.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 891.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 909.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 927.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 945.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 963.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 981.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 999.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 1017.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 1035.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 1053.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
[paragraph, [174.0, 1071.0, 622.0, 18.0], shoonya_0s99EREQEHH192, 5776364]
