[1650, 934]
[folio, [335.0, 114.0, 310.0, 36.0], RsGEIy1tsP, 5766029]
[paragraph, [77.0, 180.0, 804.0, 36.0], l3aUcmbbXr, 5766029]
[paragraph, [77.0, 216.0, 804.0, 36.0], l3aUcmbbXr, 5766029]
[paragraph, [77.0, 281.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 317.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 353.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 389.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 425.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 461.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 497.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 533.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[paragraph, [77.0, 569.0, 805.0, 36.0], 0uBgxFKCOq, 5766029]
[ordered-list, [75.0, 636.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 672.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 708.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 744.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 780.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 816.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 852.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 888.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 924.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 960.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 996.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1032.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1068.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1104.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1140.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1176.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1212.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1248.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1284.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1320.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1356.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1392.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1428.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[ordered-list, [75.0, 1464.0, 812.0, 36.0], dqE_U4aID5, 5766029]
[sub-ordered-list, [74.0, 741.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 777.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 813.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 849.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 885.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 921.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 957.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 993.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1029.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1065.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1101.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1137.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1173.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1209.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1245.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1281.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1317.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1353.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1389.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1425.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
[sub-ordered-list, [74.0, 1461.0, 813.0, 36.0], IXUNZVOWAK, 5766029]
