[1372, 849]
[section-title, [354.0, 68.0, 143.0, 30.0], shoonya_2sYDTTKLIMP2H3, 5710259]
[paragraph, [59.0, 134.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 152.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 170.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 188.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 206.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 224.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 242.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 260.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 278.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 296.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 314.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 332.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 350.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 368.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 386.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 404.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 422.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 440.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 458.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [59.0, 476.0, 728.0, 18.0], shoonya_1sE6PHN2EU2T6C, 5710259]
[paragraph, [60.0, 509.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 527.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 545.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 563.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 581.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 599.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 617.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 635.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 653.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 671.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 689.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 707.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 725.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 743.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 761.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 779.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 797.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 815.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 833.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 851.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 869.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 887.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 905.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 923.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 941.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 959.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 977.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 995.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1013.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
