[792, 612]
[chapter-title, [174.0, 132.0, 184.0, 30.0], shoonya_3sPC09DX89GU6X, 6516986]
[paragraph, [176.0, 188.0, 297.0, 18.0], shoonya_1sCLFF29UPY84N, 6516986]
[paragraph, [176.0, 206.0, 297.0, 18.0], shoonya_1sCLFF29UPY84N, 6516986]
[paragraph, [177.0, 243.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 261.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 279.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 297.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 315.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 333.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 351.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 369.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 387.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 405.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [177.0, 423.0, 297.0, 18.0], shoonya_0s41AN473RVIGV, 6516986]
[paragraph, [174.0, 451.0, 300.0, 18.0], shoonya_2s66U0UCZ95K4Y, 6516986]
[paragraph, [174.0, 469.0, 300.0, 18.0], shoonya_2s66U0UCZ95K4Y, 6516986]
[paragraph, [174.0, 487.0, 300.0, 18.0], shoonya_2s66U0UCZ95K4Y, 6516986]
[paragraph, [174.0, 505.0, 300.0, 18.0], shoonya_2s66U0UCZ95K4Y, 6516986]
