[1240, 875]
[paragraph, [63.0, 41.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 59.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 77.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 95.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 113.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 131.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 149.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 167.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 185.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 203.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 221.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 239.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 257.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 275.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 293.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 311.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 329.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 347.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 365.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 383.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 401.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 419.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 437.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 455.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 473.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 491.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 509.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 527.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 545.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 563.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 581.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 599.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 617.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 635.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 653.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 671.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 689.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 707.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 725.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 743.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 761.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 779.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 797.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 815.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 833.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 851.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 869.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 887.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 905.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 923.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 941.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 959.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 977.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 995.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1013.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1031.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1049.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1067.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1085.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1103.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1121.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1139.0, 754.0, 18.0], 1znQDif4cx, 5773799]
[paragraph, [63.0, 1157.0, 754.0, 18.0], 1znQDif4cx, 5773799]
