[2339, 1653]
[paragraph, [325.0, 158.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 194.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 230.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 266.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 302.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 338.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 374.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 410.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 446.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 482.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 518.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 554.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 590.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 626.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 662.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 698.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 734.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 770.0, 1136.0, 36.0], shoonya_2sKECQR5ITXL00, 5733498]
[paragraph, [325.0, 832.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 868.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 904.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 940.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 976.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1012.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1048.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1084.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1120.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1156.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1192.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1228.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1264.0, 1134.0, 36.0], shoonya_1sX889BDIK0N0P, 5733498]
[paragraph, [325.0, 1340.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1376.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1412.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1448.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1484.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1520.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1556.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1592.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1628.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1664.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1700.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1736.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1772.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1808.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1844.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1880.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1916.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1952.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 1988.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 2024.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[paragraph, [325.0, 2060.0, 1136.0, 36.0], shoonya_0sTKGL9N32ESSX, 5733498]
[folio, [817.0, 2161.0, 569.0, 36.0], ual9UNbooD, 5733498]
