[1823, 1375]
[section-title, [589.0, 182.0, 213.0, 49.5], shoonya_4s5D0VJ8P731FI, 5683772]
[sub-section-title, [599.0, 257.0, 175.0, 36.0], 5JzuC5FnAp, 5683772]
[paragraph, [108.0, 328.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 364.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 400.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 436.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 472.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 508.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 544.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 580.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 616.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 652.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 688.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 724.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [108.0, 760.0, 575.0, 36.0], shoonya_1s946BA6LBOQ9J, 5683772]
[paragraph, [695.0, 330.0, 574.0, 36.0], shoonya_2sS9QJ7RDQXE1N, 5683772]
[paragraph, [695.0, 366.0, 574.0, 36.0], shoonya_2sS9QJ7RDQXE1N, 5683772]
[paragraph, [695.0, 402.0, 574.0, 36.0], shoonya_2sS9QJ7RDQXE1N, 5683772]
[paragraph, [695.0, 438.0, 574.0, 36.0], shoonya_2sS9QJ7RDQXE1N, 5683772]
[paragraph, [695.0, 474.0, 574.0, 36.0], shoonya_2sS9QJ7RDQXE1N, 5683772]
