[1545, 2000]
[section-title, [872.0, 243.0, 268.0, 49.5], shoonya_1sG6MZAJFSHMNG, 6513935]
[paragraph, [754.0, 332.0, 492.0, 36.0], XVKTylOg3R, 6513935]
[paragraph, [754.0, 368.0, 492.0, 36.0], XVKTylOg3R, 6513935]
[paragraph, [754.0, 404.0, 492.0, 36.0], XVKTylOg3R, 6513935]
[paragraph, [754.0, 440.0, 492.0, 36.0], XVKTylOg3R, 6513935]
[section-title, [135.0, 419.0, 378.0, 49.5], shoonya_3sPXJU0T4S2KZU, 6513935]
[section-title, [135.0, 468.5, 378.0, 49.5], shoonya_3sPXJU0T4S2KZU, 6513935]
[section-title, [135.0, 518.0, 378.0, 49.5], shoonya_3sPXJU0T4S2KZU, 6513935]
[section-title, [1481.0, 434.0, 366.0, 49.5], OlHHVeq1oB, 6513935]
[section-title, [1481.0, 483.5, 366.0, 49.5], OlHHVeq1oB, 6513935]
[section-title, [1481.0, 533.0, 366.0, 49.5], OlHHVeq1oB, 6513935]
[paragraph, [123.0, 637.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 673.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 709.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 745.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 781.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 817.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 853.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 889.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [123.0, 925.0, 414.0, 36.0], v13KRK6gr1, 6513935]
[paragraph, [1504.0, 639.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 675.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 711.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 747.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 783.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 819.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 855.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[paragraph, [1504.0, 891.0, 402.0, 36.0], f7cM6XTBFc, 6513935]
[sidebar, [1109.0, 662.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 698.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 734.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 770.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 806.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 842.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 878.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 914.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 950.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 986.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1022.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1058.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1094.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1130.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1166.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1202.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1238.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1274.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1310.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
[sidebar, [1109.0, 1346.0, 202.0, 36.0], 7afD0HVMpK, 6513935]
