[1267, 753]
[folio, [337.0, 78.0, 78.0, 18.0], shoonya_3s6YNKEHBXF14R, 5699951]
[paragraph, [81.0, 128.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 146.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 164.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 182.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 200.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 218.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 236.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 254.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 272.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 290.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 308.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 326.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 344.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 362.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 380.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 398.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 416.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 434.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 452.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [81.0, 470.0, 585.0, 18.0], shoonya_1s2OV0024JP0YZ, 5699951]
[paragraph, [85.0, 504.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 522.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 540.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 558.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 576.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 594.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 612.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 630.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 648.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 666.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 684.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 702.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 720.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 738.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 756.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 774.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 792.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 810.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 828.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[paragraph, [85.0, 846.0, 582.0, 18.0], shoonya_0sA67IRT8LBV06, 5699951]
[section-title, [215.0, 880.0, 325.0, 30.0], _THc02Y49D, 5699951]
[paragraph, [85.0, 930.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 948.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 966.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 984.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1002.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1020.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1038.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1056.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1074.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1092.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1110.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1128.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
[paragraph, [85.0, 1146.0, 585.0, 18.0], shoonya_2sO6W6J6G2OWI2, 5699951]
