[595, 454]
[chapter-title, [291.0, 163.0, 129.0, 30.0], shoonya_0sXOEOB3D94LH1, 6459608]
[paragraph, [225.0, 206.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [225.0, 224.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [225.0, 242.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [225.0, 260.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [225.0, 278.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [225.0, 296.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [225.0, 314.0, 196.0, 18.0], shoonya_6sH9XAA7KRTYNO, 6459608]
[paragraph, [33.0, 209.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 227.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 245.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 263.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 281.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 299.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 317.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 335.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 353.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [33.0, 371.0, 192.0, 18.0], shoonya_2sSKUVQ2X0HN89, 6459608]
[paragraph, [229.0, 340.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 358.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 376.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 394.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 412.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 430.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 448.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 466.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 484.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [229.0, 502.0, 195.0, 18.0], shoonya_3sIKDMSS0TY38Y, 6459608]
[paragraph, [29.0, 399.0, 195.0, 18.0], shoonya_4sHMZE1209Z5L5, 6459608]
[paragraph, [29.0, 417.0, 195.0, 18.0], shoonya_4sHMZE1209Z5L5, 6459608]
[paragraph, [29.0, 435.0, 195.0, 18.0], shoonya_4sHMZE1209Z5L5, 6459608]
[paragraph, [29.0, 453.0, 195.0, 18.0], shoonya_4sHMZE1209Z5L5, 6459608]
[paragraph, [30.0, 472.0, 198.0, 18.0], shoonya_5s1MDOOU1QE6IP, 6459608]
[paragraph, [30.0, 490.0, 198.0, 18.0], shoonya_5s1MDOOU1QE6IP, 6459608]
[paragraph, [30.0, 508.0, 198.0, 18.0], shoonya_5s1MDOOU1QE6IP, 6459608]
[folio, [187.0, 537.0, 88.0, 18.0], JzPkVH8Fi7, 6459608]
