[1248, 867]
[chapter-title, [333.0, 18.0, 300.0, 30.0], shoonya_0sG62HD4R77LJD, 5776405]
[paragraph, [168.0, 76.0, 388.0, 18.0], 75FI9ZLwfU, 5776405]
[paragraph, [177.0, 99.0, 324.0, 18.0], ui_z1kGC2p, 5776405]
[paragraph, [161.0, 128.0, 392.0, 18.0], bJYFzzGxVj, 5776405]
[paragraph, [148.0, 149.0, 659.0, 18.0], vW9iQoM14j, 5776405]
[paragraph, [148.0, 167.0, 659.0, 18.0], vW9iQoM14j, 5776405]
[paragraph, [148.0, 185.0, 659.0, 18.0], vW9iQoM14j, 5776405]
[paragraph, [161.0, 205.0, 652.0, 18.0], ENBMTYUNX-, 5776405]
[paragraph, [161.0, 223.0, 652.0, 18.0], ENBMTYUNX-, 5776405]
[paragraph, [161.0, 259.0, 651.0, 18.0], Vy8-FgGV-0, 5776405]
[paragraph, [161.0, 277.0, 651.0, 18.0], Vy8-FgGV-0, 5776405]
[paragraph, [168.0, 301.0, 235.0, 18.0], 0aZ8EWCr0s, 5776405]
[paragraph, [184.0, 327.0, 144.0, 18.0], lMFa2-3Jlh, 5776405]
[paragraph, [163.0, 358.0, 469.0, 18.0], fXFpMdzuMS, 5776405]
[paragraph, [161.0, 382.0, 658.0, 18.0], yPE67XfyOc, 5776405]
[paragraph, [161.0, 400.0, 658.0, 18.0], yPE67XfyOc, 5776405]
[paragraph, [161.0, 418.0, 658.0, 18.0], yPE67XfyOc, 5776405]
[paragraph, [161.0, 436.0, 658.0, 18.0], yPE67XfyOc, 5776405]
[paragraph, [163.0, 457.0, 587.0, 18.0], hva8kZXKjj, 5776405]
[paragraph, [164.0, 486.0, 659.0, 18.0], 8mEtD8hpLp, 5776405]
[paragraph, [164.0, 504.0, 659.0, 18.0], 8mEtD8hpLp, 5776405]
[paragraph, [164.0, 522.0, 659.0, 18.0], 8mEtD8hpLp, 5776405]
[paragraph, [164.0, 540.0, 659.0, 18.0], 8mEtD8hpLp, 5776405]
[paragraph, [164.0, 558.0, 659.0, 18.0], 8mEtD8hpLp, 5776405]
[paragraph, [164.0, 586.0, 659.0, 18.0], MnTWvkRi3E, 5776405]
[paragraph, [163.0, 609.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [163.0, 627.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [163.0, 645.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [163.0, 663.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [163.0, 681.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [163.0, 699.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [163.0, 717.0, 659.0, 18.0], Z4tlpvkTtq, 5776405]
[paragraph, [164.0, 740.0, 658.0, 18.0], QqM5d-i9-n, 5776405]
[paragraph, [164.0, 758.0, 658.0, 18.0], QqM5d-i9-n, 5776405]
[paragraph, [164.0, 776.0, 658.0, 18.0], QqM5d-i9-n, 5776405]
[paragraph, [164.0, 797.0, 662.0, 18.0], zdgMn8_kkk, 5776405]
[paragraph, [164.0, 815.0, 662.0, 18.0], zdgMn8_kkk, 5776405]
[paragraph, [164.0, 833.0, 662.0, 18.0], zdgMn8_kkk, 5776405]
[paragraph, [164.0, 851.0, 662.0, 18.0], zdgMn8_kkk, 5776405]
[paragraph, [163.0, 876.0, 664.0, 18.0], cDoBWujtsn, 5776405]
[paragraph, [163.0, 894.0, 664.0, 18.0], cDoBWujtsn, 5776405]
[paragraph, [161.0, 926.0, 672.0, 18.0], LDpw8gAPXg, 5776405]
[paragraph, [161.0, 944.0, 672.0, 18.0], LDpw8gAPXg, 5776405]
[paragraph, [161.0, 962.0, 672.0, 18.0], LDpw8gAPXg, 5776405]
[paragraph, [161.0, 980.0, 672.0, 18.0], LDpw8gAPXg, 5776405]
[paragraph, [159.0, 1007.0, 668.0, 18.0], dqppLtMjBR, 5776405]
[paragraph, [159.0, 1025.0, 668.0, 18.0], dqppLtMjBR, 5776405]
[paragraph, [157.0, 1058.0, 668.0, 18.0], GPNGpK6jdN, 5776405]
