[515, 727]
[paragraph, [419.0, 39.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 57.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 75.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 93.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 111.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 129.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 147.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 165.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 183.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 201.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 219.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 237.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 255.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 273.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 291.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 309.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 327.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 345.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 363.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [419.0, 381.0, 264.0, 18.0], --l0qp5QrL, 6533659]
[paragraph, [124.0, 44.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 62.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 80.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 98.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 116.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 134.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 152.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 170.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 188.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 206.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 224.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 242.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 260.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 278.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 296.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 314.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 332.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 350.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 368.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
[paragraph, [124.0, 386.0, 264.0, 18.0], shoonya_0sYHYQTSIDC377, 6533659]
