[1193, 719]
[section-title, [346.0, 158.0, 67.0, 30.0], 3TlULnDkT3, 5719289]
[sub-section-title, [279.0, 238.0, 187.0, 25.5], shoonya_1sKGB7ICV7VT4C, 5719289]
[sub-section-title, [279.0, 263.5, 187.0, 25.5], shoonya_1sKGB7ICV7VT4C, 5719289]
[paragraph, [64.0, 381.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 399.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 417.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 435.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 453.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 471.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 489.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 507.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 525.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 543.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 561.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 579.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 597.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 615.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 633.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 651.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 669.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 687.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 705.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 723.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[paragraph, [64.0, 741.0, 610.0, 18.0], shoonya_0s1AG2YA5FM9E3, 5719289]
[folio, [59.0, 794.0, 294.0, 18.0], 6YqP-ICl9L, 5719289]
[folio, [59.0, 812.0, 294.0, 18.0], 6YqP-ICl9L, 5719289]
[folio, [59.0, 830.0, 294.0, 18.0], 6YqP-ICl9L, 5719289]
[folio, [59.0, 848.0, 294.0, 18.0], 6YqP-ICl9L, 5719289]
[contact-info, [167.0, 908.0, 411.0, 18.0], 2IfFrEjbci, 5719289]
[author, [246.0, 945.0, 251.0, 18.0], Vb9duzQcLg, 5719289]
[author, [246.0, 963.0, 251.0, 18.0], Vb9duzQcLg, 5719289]
[author, [246.0, 981.0, 251.0, 18.0], Vb9duzQcLg, 5719289]
[author, [246.0, 999.0, 251.0, 18.0], Vb9duzQcLg, 5719289]
[folio, [341.0, 1150.0, 375.0, 18.0], RX7kNYyRmU, 5719289]
