[1242, 869]
[chapter-title, [337.0, 22.0, 272.0, 30.0], shoonya_17sR1T8RBENZGY, 5775955]
[paragraph, [149.0, 59.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 77.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 95.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 113.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 131.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 149.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 167.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 185.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 203.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 221.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [149.0, 239.0, 649.0, 18.0], shoonya_0sQS8ADMNFWR5H, 5775955]
[paragraph, [158.0, 265.0, 630.0, 18.0], shoonya_6sYUSATSAURIAV, 5775955]
[paragraph, [158.0, 283.0, 630.0, 18.0], shoonya_6sYUSATSAURIAV, 5775955]
[paragraph, [171.0, 317.0, 607.0, 18.0], shoonya_12sKGGGFTYGNQP, 5775955]
[paragraph, [161.0, 363.0, 631.0, 18.0], shoonya_1sK2VYPE4OCKA2, 5775955]
[paragraph, [161.0, 381.0, 631.0, 18.0], shoonya_1sK2VYPE4OCKA2, 5775955]
[paragraph, [161.0, 399.0, 631.0, 18.0], shoonya_1sK2VYPE4OCKA2, 5775955]
[paragraph, [161.0, 417.0, 631.0, 18.0], shoonya_1sK2VYPE4OCKA2, 5775955]
[paragraph, [161.0, 435.0, 631.0, 18.0], shoonya_1sK2VYPE4OCKA2, 5775955]
[paragraph, [182.0, 465.0, 474.0, 18.0], shoonya_14sSKBTXZYNQXK, 5775955]
[paragraph, [162.0, 491.0, 632.0, 18.0], shoonya_2sFEV09KIFVZPH, 5775955]
[paragraph, [162.0, 509.0, 632.0, 18.0], shoonya_2sFEV09KIFVZPH, 5775955]
[paragraph, [162.0, 527.0, 632.0, 18.0], shoonya_2sFEV09KIFVZPH, 5775955]
[paragraph, [162.0, 545.0, 632.0, 18.0], shoonya_2sFEV09KIFVZPH, 5775955]
[paragraph, [158.0, 564.0, 635.0, 18.0], CP1Wn5ovW5, 5775955]
[paragraph, [158.0, 582.0, 635.0, 18.0], CP1Wn5ovW5, 5775955]
[paragraph, [158.0, 600.0, 635.0, 18.0], CP1Wn5ovW5, 5775955]
[paragraph, [188.0, 618.0, 264.0, 18.0], shoonya_9s7MFZBYUWYM1A, 5775955]
[paragraph, [162.0, 644.0, 636.0, 18.0], shoonya_3sIX1QEPWBZMRU, 5775955]
[paragraph, [162.0, 662.0, 636.0, 18.0], shoonya_3sIX1QEPWBZMRU, 5775955]
[paragraph, [160.0, 693.0, 639.0, 18.0], I-9Nhi9i7Y, 5775955]
[paragraph, [160.0, 711.0, 639.0, 18.0], I-9Nhi9i7Y, 5775955]
[paragraph, [160.0, 729.0, 639.0, 18.0], I-9Nhi9i7Y, 5775955]
[paragraph, [160.0, 747.0, 639.0, 18.0], I-9Nhi9i7Y, 5775955]
[paragraph, [163.0, 768.0, 633.0, 18.0], shoonya_5sM3NR40NX9PL8, 5775955]
[paragraph, [163.0, 786.0, 633.0, 18.0], shoonya_5sM3NR40NX9PL8, 5775955]
[paragraph, [163.0, 804.0, 633.0, 18.0], shoonya_5sM3NR40NX9PL8, 5775955]
[paragraph, [163.0, 822.0, 633.0, 18.0], shoonya_5sM3NR40NX9PL8, 5775955]
[paragraph, [187.0, 845.0, 348.0, 18.0], shoonya_15s4Y9708OC23E, 5775955]
[paragraph, [166.0, 870.0, 634.0, 18.0], shoonya_4sFM9USVH1QZ5Z, 5775955]
[paragraph, [166.0, 888.0, 634.0, 18.0], shoonya_4sFM9USVH1QZ5Z, 5775955]
[paragraph, [166.0, 906.0, 634.0, 18.0], shoonya_4sFM9USVH1QZ5Z, 5775955]
[paragraph, [165.0, 945.0, 628.0, 18.0], shoonya_7s616IZ7IRMPO4, 5775955]
[paragraph, [165.0, 963.0, 628.0, 18.0], shoonya_7s616IZ7IRMPO4, 5775955]
[paragraph, [180.0, 995.0, 613.0, 18.0], shoonya_16sT9VYZVJB8KC, 5775955]
[paragraph, [188.0, 1019.0, 291.0, 18.0], shoonya_13s6Q9AJ470HD6, 5775955]
[paragraph, [189.0, 1045.0, 203.0, 18.0], shoonya_11sYU7550TZIIP, 5775955]
