[2339, 1653]
[paragraph, [99.0, 155.0, 814.0, 36.0], tUorgh0LXS, 5750737]
[paragraph, [99.0, 191.0, 814.0, 36.0], tUorgh0LXS, 5750737]
[paragraph, [121.0, 256.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 292.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 328.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 364.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 400.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 436.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 472.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 508.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 544.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 580.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 616.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 652.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 688.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 724.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 760.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 796.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 832.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 868.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 904.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 940.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 976.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 1012.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 1048.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 1084.0, 1413.0, 36.0], shoonya_2s375WT1EXQSIG, 5750737]
[paragraph, [121.0, 1161.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1197.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1233.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1269.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1305.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1341.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1377.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1413.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1449.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1485.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1521.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1557.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1593.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1629.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1665.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1701.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1737.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1773.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1809.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1845.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1881.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1917.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1953.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 1989.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 2025.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
[paragraph, [121.0, 2061.0, 1418.0, 36.0], shoonya_1sJ18HY9W6NDUP, 5750737]
