[2339, 1654]
[section-title, [176.0, 178.0, 374.0, 52.5], shoonya_0sOTPRV4MHJAGC, 5659174]
[ordered-list, [218.0, 289.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 325.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 361.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 397.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 433.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 469.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 505.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 541.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 577.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 613.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 649.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 685.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 721.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 757.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 793.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 829.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 865.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 901.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 937.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 973.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1009.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1045.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1081.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1117.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1153.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1189.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1225.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1261.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
[ordered-list, [218.0, 1297.0, 1264.0, 36.0], shoonya_1s0AY3AXLGZVKK, 5659174]
