[1839, 1268]
[paragraph, [188.0, 210.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 246.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 282.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 318.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 354.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 390.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 426.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 462.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 498.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 534.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [188.0, 570.0, 940.0, 36.0], shoonya_0sNHU765CBNJ77, 5744197]
[paragraph, [187.0, 664.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 700.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 736.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 772.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 808.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 844.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 880.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 916.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 952.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 988.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1024.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1060.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1096.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1132.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1168.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1204.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1240.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1276.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1312.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1348.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1384.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1420.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1456.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1492.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1528.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1564.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
[paragraph, [187.0, 1600.0, 941.0, 36.0], 0Xp0mj6LKD, 5744197]
