[1447, 1063]
[folio, [414.0, 53.0, 211.0, 18.0], shoonya_6sEZS4LOTLL23S, 5763176]
[headline, [131.0, 97.0, 806.0, 25.5], shoonya_1sB7HU94LLO411, 5763176]
[headline, [131.0, 122.5, 806.0, 25.5], shoonya_1sB7HU94LLO411, 5763176]
[headline, [131.0, 148.0, 806.0, 25.5], shoonya_1sB7HU94LLO411, 5763176]
[headline, [131.0, 173.5, 806.0, 25.5], shoonya_1sB7HU94LLO411, 5763176]
[paragraph, [536.0, 231.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 249.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 267.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 285.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 303.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 321.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 339.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 357.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 375.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 393.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 411.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [536.0, 429.0, 434.0, 18.0], iFhj4I38y5, 5763176]
[paragraph, [535.0, 469.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 487.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 505.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 523.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 541.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 559.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 577.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 595.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 613.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 631.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 649.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 667.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 685.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 703.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 721.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 739.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 757.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 775.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 793.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 811.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 829.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 847.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 865.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 883.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 901.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 919.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 937.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 955.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 973.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 991.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[paragraph, [535.0, 1009.0, 436.0, 18.0], shoonya_4s7CZHWBHEG76U, 5763176]
[section-title, [94.0, 592.0, 419.0, 30.0], shoonya_2sQ89YIJCRRN27, 5763176]
[section-title, [94.0, 622.0, 419.0, 30.0], shoonya_2sQ89YIJCRRN27, 5763176]
[paragraph, [90.0, 671.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 689.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 707.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 725.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 743.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 761.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 779.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 797.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 815.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 833.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 851.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 869.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 887.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 905.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 923.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 941.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 959.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 977.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [90.0, 995.0, 435.0, 18.0], oDJmmewc5L, 5763176]
[paragraph, [93.0, 1032.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1050.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1068.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1086.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1104.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1122.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1140.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1158.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1176.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1194.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1212.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1230.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1248.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1266.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1284.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1302.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [93.0, 1320.0, 434.0, 18.0], mxreFaO0hd, 5763176]
[paragraph, [533.0, 1045.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1063.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1081.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1099.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1117.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1135.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1153.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1171.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1189.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1207.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1225.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1243.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1261.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
[paragraph, [533.0, 1279.0, 439.0, 18.0], shoonya_5s7BNAG9NMOZK6, 5763176]
