[2067, 1567]
[paragraph, [193.0, 250.0, 579.0, 36.0], shoonya_7sPGEJXNWW75LK, 5735796]
[paragraph, [193.0, 286.0, 579.0, 36.0], shoonya_7sPGEJXNWW75LK, 5735796]
[paragraph, [193.0, 322.0, 579.0, 36.0], shoonya_7sPGEJXNWW75LK, 5735796]
[paragraph, [792.0, 251.0, 581.0, 36.0], shoonya_2sHF2X0M9BRMOL, 5735796]
[paragraph, [792.0, 287.0, 581.0, 36.0], shoonya_2sHF2X0M9BRMOL, 5735796]
[paragraph, [792.0, 323.0, 581.0, 36.0], shoonya_2sHF2X0M9BRMOL, 5735796]
[paragraph, [792.0, 359.0, 581.0, 36.0], shoonya_2sHF2X0M9BRMOL, 5735796]
[paragraph, [792.0, 395.0, 581.0, 36.0], shoonya_2sHF2X0M9BRMOL, 5735796]
[paragraph, [792.0, 431.0, 581.0, 36.0], shoonya_2sHF2X0M9BRMOL, 5735796]
[paragraph, [192.0, 383.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 419.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 455.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 491.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 527.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 563.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 599.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 635.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 671.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 707.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 743.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [192.0, 779.0, 578.0, 36.0], shoonya_3sKRZF6B3WZ9GB, 5735796]
[paragraph, [790.0, 472.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 508.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 544.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 580.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 616.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 652.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 688.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 724.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 760.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 796.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [790.0, 832.0, 582.0, 36.0], shoonya_0s224G9OIOAUD0, 5735796]
[paragraph, [192.0, 828.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 864.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 900.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 936.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 972.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1008.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1044.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1080.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1116.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1152.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1188.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1224.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1260.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[paragraph, [192.0, 1296.0, 578.0, 36.0], shoonya_1sDPUB01W356IL, 5735796]
[author, [1105.0, 870.0, 265.0, 36.0], shoonya_9sWYS6T7FIAT4F, 5735796]
[paragraph, [795.0, 1009.0, 228.0, 36.0], shoonya_13s3XL86MEVWPB, 5735796]
[paragraph, [795.0, 1045.0, 228.0, 36.0], shoonya_13s3XL86MEVWPB, 5735796]
[paragraph, [1054.0, 1137.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1173.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1209.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1245.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1281.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1317.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1353.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1389.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [1054.0, 1425.0, 318.0, 36.0], shoonya_10s6NXLXFTDGB5, 5735796]
[paragraph, [191.0, 1359.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1395.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1431.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1467.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1503.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1539.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1575.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1611.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[paragraph, [191.0, 1647.0, 580.0, 36.0], shoonya_6sXQ4SD8KHBMHO, 5735796]
[sidebar, [1414.0, 1464.0, 128.0, 36.0], shoonya_12sL5DB9XRSZ7K, 5735796]
[paragraph, [793.0, 1494.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1530.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1566.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1602.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1638.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1674.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1710.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [793.0, 1746.0, 577.0, 36.0], shoonya_5sPCE4R4GW4YF3, 5735796]
[paragraph, [191.0, 1720.0, 584.0, 36.0], F51TumDses, 5735796]
[paragraph, [191.0, 1756.0, 584.0, 36.0], F51TumDses, 5735796]
[folio, [195.0, 1824.0, 230.0, 36.0], zdL35UweSv, 5735796]
