[1818, 1374]
[folio, [645.0, 122.0, 77.0, 36.0], LxeZnl0JZc, 5682224]
[paragraph, [108.0, 180.0, 562.0, 36.0], shoonya_1s2U36N3KRNBEF, 5682224]
[paragraph, [108.0, 216.0, 562.0, 36.0], shoonya_1s2U36N3KRNBEF, 5682224]
[paragraph, [108.0, 252.0, 562.0, 36.0], shoonya_1s2U36N3KRNBEF, 5682224]
[paragraph, [689.0, 186.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 222.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 258.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 294.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 330.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 366.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 402.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 438.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 474.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 510.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 546.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 582.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 618.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 654.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 690.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 726.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 762.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 798.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 834.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 870.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 906.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 942.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 978.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 1014.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [689.0, 1050.0, 576.0, 36.0], shoonya_0sXCTUN543EZG6, 5682224]
[paragraph, [301.0, 312.0, 366.0, 36.0], Zmin4EzC-7, 5682224]
[paragraph, [301.0, 348.0, 366.0, 36.0], Zmin4EzC-7, 5682224]
[paragraph, [301.0, 384.0, 366.0, 36.0], Zmin4EzC-7, 5682224]
[paragraph, [301.0, 420.0, 366.0, 36.0], Zmin4EzC-7, 5682224]
[paragraph, [282.0, 607.0, 385.0, 36.0], ieqgYFLyk0, 5682224]
[paragraph, [282.0, 643.0, 385.0, 36.0], ieqgYFLyk0, 5682224]
[paragraph, [282.0, 679.0, 385.0, 36.0], ieqgYFLyk0, 5682224]
[paragraph, [281.0, 734.0, 386.0, 36.0], wYoawBJuEI, 5682224]
[paragraph, [281.0, 770.0, 386.0, 36.0], wYoawBJuEI, 5682224]
[paragraph, [281.0, 806.0, 386.0, 36.0], wYoawBJuEI, 5682224]
[paragraph, [279.0, 859.0, 387.0, 36.0], uyVJwSPvRQ, 5682224]
[paragraph, [279.0, 895.0, 387.0, 36.0], uyVJwSPvRQ, 5682224]
[paragraph, [263.0, 985.0, 408.0, 36.0], _NElnvv-nA, 5682224]
[paragraph, [263.0, 1021.0, 408.0, 36.0], _NElnvv-nA, 5682224]
[paragraph, [263.0, 1057.0, 408.0, 36.0], _NElnvv-nA, 5682224]
[paragraph, [693.0, 1108.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1144.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1180.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1216.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1252.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1288.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1324.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1360.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1396.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1432.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1468.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1504.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1540.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1576.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1612.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [693.0, 1648.0, 573.0, 36.0], aboY8psw7B, 5682224]
[paragraph, [260.0, 1112.0, 411.0, 36.0], NF8Gsxs1mM, 5682224]
[paragraph, [260.0, 1148.0, 411.0, 36.0], NF8Gsxs1mM, 5682224]
[paragraph, [260.0, 1192.0, 408.0, 36.0], ofdHXNO-yw, 5682224]
[paragraph, [245.0, 1273.0, 425.0, 36.0], 0YXq7qzA90, 5682224]
[paragraph, [245.0, 1309.0, 425.0, 36.0], 0YXq7qzA90, 5682224]
[paragraph, [245.0, 1345.0, 425.0, 36.0], 0YXq7qzA90, 5682224]
[paragraph, [108.0, 1404.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1440.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1476.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1512.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1548.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1584.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1620.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
[paragraph, [108.0, 1656.0, 566.0, 36.0], A3Mwv0rjsR, 5682224]
