[842, 596]
[section-title, [225.0, 36.0, 185.0, 30.0], 4Ac-bn-91I, 5780569]
[section-title, [140.0, 122.0, 313.0, 30.0], Ze8Vb-ZExw, 5780569]
[ordered-list, [51.0, 173.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 191.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 209.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 227.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 245.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 263.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 281.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 299.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 317.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 335.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 353.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 371.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 389.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 407.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 425.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 443.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 461.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 479.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 497.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 515.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 533.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 551.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 569.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 587.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 605.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 623.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 641.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 659.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 677.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[ordered-list, [51.0, 695.0, 487.0, 18.0], vmOe5nOIcb, 5780569]
[contact-info, [106.0, 768.0, 383.0, 18.0], shoonya_0sXSZ3PTJTB0UF, 5780569]
