[2339, 1653]
[folio, [1010.0, 140.0, 473.0, 36.0], IW7R_Pjxid, 5685573]
[folio, [1010.0, 176.0, 473.0, 36.0], IW7R_Pjxid, 5685573]
[paragraph, [355.0, 242.0, 1142.0, 36.0], shoonya_1sZE97XGLTBAYI, 5685573]
[paragraph, [355.0, 278.0, 1142.0, 36.0], shoonya_1sZE97XGLTBAYI, 5685573]
[paragraph, [355.0, 314.0, 1142.0, 36.0], shoonya_1sZE97XGLTBAYI, 5685573]
[paragraph, [355.0, 350.0, 1142.0, 36.0], shoonya_1sZE97XGLTBAYI, 5685573]
[section-title, [165.0, 429.0, 1324.0, 52.5], PhjkuC0KeI, 5685573]
[section-title, [165.0, 481.5, 1324.0, 52.5], PhjkuC0KeI, 5685573]
[ordered-list, [319.0, 597.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 633.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 669.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 705.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 741.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 777.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 813.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 849.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 885.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 921.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 957.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 993.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1029.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1065.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1101.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1137.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1173.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1209.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1245.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1281.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1317.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1353.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1389.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1425.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1461.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1497.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1533.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1569.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1605.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1641.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1677.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1713.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1749.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1785.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1821.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1857.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1893.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1929.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 1965.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 2001.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
[ordered-list, [319.0, 2037.0, 1172.0, 36.0], shoonya_0s9QNB4KNJH7MN, 5685573]
