[1987, 1270]
[chapter-title, [546.0, 306.0, 201.0, 58.5], hKcgSyw92z, 5682605]
[paragraph, [145.0, 459.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 495.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 531.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 567.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 603.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 639.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 675.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 711.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 747.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 783.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 819.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 855.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 891.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 927.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 963.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 999.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 1035.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 1071.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [145.0, 1107.0, 997.0, 36.0], shoonya_0sDXZYL9ZT4MNV, 5682605]
[paragraph, [144.0, 1165.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1201.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1237.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1273.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1309.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1345.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1381.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1417.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1453.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1489.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [144.0, 1525.0, 997.0, 36.0], shoonya_1s5QIGVRT753OU, 5682605]
[paragraph, [141.0, 1599.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
[paragraph, [141.0, 1635.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
[paragraph, [141.0, 1671.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
[paragraph, [141.0, 1707.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
[paragraph, [141.0, 1743.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
[paragraph, [141.0, 1779.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
[paragraph, [141.0, 1815.0, 1000.0, 36.0], shoonya_2s8LLVQR1854JX, 5682605]
