[1806, 1262]
[folio, [1000.0, 99.0, 101.0, 36.0], shoonya_0sI1PHEXM4TF3Z, 5681451]
[paragraph, [109.0, 172.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 208.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 244.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 280.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 316.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 352.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 388.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 424.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 460.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 496.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 532.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 568.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 604.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 640.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [109.0, 676.0, 504.0, 36.0], shoonya_3sE5GZ3WCQMG8W, 5681451]
[paragraph, [646.0, 176.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 212.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 248.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 284.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 320.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 356.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 392.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 428.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 464.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 500.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 536.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[paragraph, [646.0, 572.0, 515.0, 36.0], WpblS8u0fM, 5681451]
[section-title, [649.0, 649.0, 506.0, 49.5], ouPQ8rurGZ, 5681451]
[paragraph, [649.0, 730.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 766.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 802.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 838.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 874.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 910.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 946.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 982.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1018.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1054.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1090.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1126.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1162.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1198.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1234.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1270.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1306.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1342.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1378.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1414.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1450.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1486.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1522.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1558.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1594.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1630.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [649.0, 1666.0, 514.0, 36.0], HmH1GhGvsQ, 5681451]
[paragraph, [96.0, 768.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 804.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 840.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 876.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 912.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 948.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 984.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1020.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1056.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1092.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1128.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1164.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1200.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1236.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1272.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1308.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1344.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1380.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1416.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1452.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1488.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1524.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1560.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1596.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1632.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
[paragraph, [96.0, 1668.0, 509.0, 36.0], 0dhXyQxPzJ, 5681451]
