[2339, 1653]
[folio, [289.0, 221.0, 188.0, 36.0], YRy6MP8Kej, 5654924]
[paragraph, [286.0, 314.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 350.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 386.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 422.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 458.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 494.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 530.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 566.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 602.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 638.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 674.0, 1078.0, 36.0], shoonya_2s1YXOKJIPAH5R, 5654924]
[paragraph, [286.0, 755.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 791.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 827.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 863.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 899.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 935.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 971.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1007.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1043.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1079.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1115.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1151.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1187.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[paragraph, [286.0, 1223.0, 1078.0, 36.0], shoonya_1s4F6TQ3C6C9A9, 5654924]
[section-title, [290.0, 1294.0, 596.0, 52.5], shoonya_3sUEE10BZPII43, 5654924]
[paragraph, [285.0, 1386.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1422.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1458.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1494.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1530.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1566.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1602.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1638.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1674.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1710.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1746.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1782.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1818.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1854.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1890.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1926.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1962.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 1998.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
[paragraph, [285.0, 2034.0, 1081.0, 36.0], shoonya_0sC7N4XN7U58B6, 5654924]
