[2806, 1984]
[answer, [213.0, 285.0, 786.0, 46.5], EbtyhGzJgq, 5699234]
[paragraph, [904.0, 376.0, 153.0, 46.5], shoonya_0sQJ2ZDSUMMC3A, 5699234]
[answer, [234.0, 578.0, 1519.0, 46.5], shoonya_7sJ6JQKOMF8TFV, 5699234]
[answer, [234.0, 624.5, 1519.0, 46.5], shoonya_7sJ6JQKOMF8TFV, 5699234]
[ordered-list, [215.0, 729.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 775.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 822.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 868.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 915.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 961.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1008.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1054.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1101.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1147.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1194.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1240.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1287.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1333.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1380.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1426.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1473.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1519.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1566.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1612.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1659.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1705.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1752.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1798.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1845.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1891.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1938.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 1984.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2031.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2077.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2124.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2170.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2217.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2263.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2310.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2356.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2403.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2449.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2496.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2542.5, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
[ordered-list, [215.0, 2589.0, 1550.0, 46.5], shoonya_6sPDY0AE98YXK0, 5699234]
