[1238, 765]
[headline, [280.0, 72.0, 286.0, 25.5], vb8s6jTSPb, 5770085]
[paragraph, [76.0, 124.0, 304.0, 18.0], xX0NPgHD9f, 5770085]
[paragraph, [76.0, 142.0, 304.0, 18.0], xX0NPgHD9f, 5770085]
[paragraph, [76.0, 160.0, 304.0, 18.0], xX0NPgHD9f, 5770085]
[paragraph, [76.0, 178.0, 304.0, 18.0], xX0NPgHD9f, 5770085]
[paragraph, [76.0, 196.0, 304.0, 18.0], xX0NPgHD9f, 5770085]
[paragraph, [76.0, 214.0, 304.0, 18.0], xX0NPgHD9f, 5770085]
[paragraph, [389.0, 128.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 146.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 164.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 182.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 200.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 218.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 236.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 254.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 272.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 290.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 308.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 326.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 344.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [389.0, 362.0, 305.0, 18.0], oijol-gV8X, 5770085]
[paragraph, [81.0, 248.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 266.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 284.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 302.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 320.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 338.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 356.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 374.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 392.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 410.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 428.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 446.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 464.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 482.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 500.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 518.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [81.0, 536.0, 301.0, 18.0], kc4zQb5bly, 5770085]
[paragraph, [400.0, 383.0, 292.0, 18.0], PhaSqmaFyy, 5770085]
[paragraph, [400.0, 401.0, 292.0, 18.0], PhaSqmaFyy, 5770085]
[paragraph, [400.0, 419.0, 292.0, 18.0], PhaSqmaFyy, 5770085]
[paragraph, [400.0, 437.0, 292.0, 18.0], PhaSqmaFyy, 5770085]
[paragraph, [388.0, 459.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 477.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 495.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 513.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 531.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 549.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 567.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 585.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 603.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 621.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 639.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 657.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [388.0, 675.0, 311.0, 18.0], WXdcZHiP4j, 5770085]
[paragraph, [78.0, 557.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 575.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 593.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 611.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 629.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 647.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 665.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 683.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 701.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 719.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 737.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 755.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 773.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 791.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 809.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 827.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 845.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 863.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 881.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 899.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 917.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 935.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [78.0, 953.0, 303.0, 18.0], qvOMWLCYb7, 5770085]
[paragraph, [402.0, 695.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 713.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 731.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 749.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 767.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 785.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 803.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 821.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 839.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 857.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [402.0, 875.0, 285.0, 18.0], 6rv6fTWSAz, 5770085]
[paragraph, [406.0, 907.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 925.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 943.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 961.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 979.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 997.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1015.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1033.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1051.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1069.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1087.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1105.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [406.0, 1123.0, 259.0, 18.0], itKcXJ7sMm, 5770085]
[paragraph, [74.0, 973.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 991.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1009.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1027.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1045.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1063.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1081.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1099.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1117.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[paragraph, [74.0, 1135.0, 278.0, 18.0], KreWvm1PaR, 5770085]
[folio, [122.0, 1141.0, 46.0, 18.0], oydAYiyyr2, 5770085]
[folio, [122.0, 1159.0, 46.0, 18.0], oydAYiyyr2, 5770085]
