[2339, 1653]
[folio, [288.0, 222.0, 193.0, 36.0], x7PKYhiHm4, 5655213]
[paragraph, [286.0, 312.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 348.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 384.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 420.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 456.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 492.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 528.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 564.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 600.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 636.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [286.0, 672.0, 1082.0, 36.0], shoonya_0sVBCSY79A4O6Q, 5655213]
[paragraph, [282.0, 754.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 790.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 826.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 862.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 898.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 934.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 970.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1006.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1042.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1078.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1114.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1150.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1186.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1222.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1258.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1294.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1330.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1366.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1402.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1438.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1474.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1510.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1546.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1582.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1618.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [282.0, 1654.0, 1082.0, 36.0], shoonya_2sCX5US49A7FU5, 5655213]
[paragraph, [287.0, 1731.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1767.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1803.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1839.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1875.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1911.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1947.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 1983.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
[paragraph, [287.0, 2019.0, 1079.0, 36.0], shoonya_1s3U5G61E39RKL, 5655213]
