[792, 612]
[paragraph, [45.0, 88.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 106.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 124.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 142.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 160.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 178.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 196.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 214.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 232.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 250.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 268.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 286.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 304.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 322.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 340.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 358.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 376.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 394.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 412.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 430.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 448.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 466.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 484.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 502.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 520.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 538.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 556.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 574.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 592.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 610.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 628.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 646.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [45.0, 664.0, 155.0, 18.0], As55Dvg6UQ, 6516584]
[paragraph, [229.0, 90.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [229.0, 108.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [229.0, 126.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [229.0, 144.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [229.0, 162.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [229.0, 180.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [229.0, 198.0, 158.0, 18.0], ccDZ2W-Ri_, 6516584]
[paragraph, [409.0, 90.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 108.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 126.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 144.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 162.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 180.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 198.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 216.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 234.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 252.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 270.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 288.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 306.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 324.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 342.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [409.0, 360.0, 153.0, 18.0], 9FyY3-irJd, 6516584]
[paragraph, [229.0, 231.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 249.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 267.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 285.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 303.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 321.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 339.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 357.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 375.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 393.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 411.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 429.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 447.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 465.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 483.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 501.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 519.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 537.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 555.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 573.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 591.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 609.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 627.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 645.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [229.0, 663.0, 151.0, 18.0], 0h1r_9AHes, 6516584]
[paragraph, [409.0, 385.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 403.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 421.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 439.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 457.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 475.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 493.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 511.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 529.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 547.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 565.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 583.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 601.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 619.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 637.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 655.0, 148.0, 18.0], U07Q60cbJv, 6516584]
[paragraph, [409.0, 673.0, 148.0, 18.0], U07Q60cbJv, 6516584]
