[2067, 1567]
[folio, [185.0, 195.0, 152.0, 36.0], hPGwsyC8Vb, 5735686]
[folio, [1081.0, 197.0, 287.0, 36.0], sX6CtbgNVN, 5735686]
[paragraph, [791.0, 251.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 287.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 323.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 359.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 395.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 431.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 467.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 503.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 539.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 575.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 611.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 647.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 683.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 719.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 755.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 791.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [791.0, 827.0, 580.0, 36.0], shoonya_0sZMW3QXG0H99U, 5735686]
[paragraph, [192.0, 253.0, 578.0, 36.0], shoonya_6sSJZ2I5I3RFO3, 5735686]
[paragraph, [192.0, 289.0, 578.0, 36.0], shoonya_6sSJZ2I5I3RFO3, 5735686]
[paragraph, [192.0, 346.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 382.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 418.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 454.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 490.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 526.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 562.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 598.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 634.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 670.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [192.0, 706.0, 579.0, 36.0], shoonya_4sFSBKF6BV5IOQ, 5735686]
[paragraph, [191.0, 784.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 820.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 856.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 892.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 928.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 964.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1000.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1036.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1072.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1108.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1144.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1180.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1216.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1252.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1288.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1324.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1360.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1396.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [191.0, 1432.0, 581.0, 36.0], shoonya_5s2HMSZXREI84T, 5735686]
[paragraph, [792.0, 874.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 910.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 946.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 982.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1018.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1054.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1090.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1126.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1162.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1198.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1234.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1270.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[paragraph, [792.0, 1306.0, 578.0, 36.0], shoonya_1sL2BLIL88BWEG, 5735686]
[sidebar, [1412.0, 997.0, 134.0, 36.0], vs_8r5UHIy, 5735686]
[paragraph, [793.0, 1360.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1396.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1432.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1468.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1504.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1540.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1576.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1612.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1648.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1684.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1720.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [793.0, 1756.0, 578.0, 36.0], shoonya_2sZAV4HVJ3G21S, 5735686]
[paragraph, [192.0, 1496.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
[paragraph, [192.0, 1532.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
[paragraph, [192.0, 1568.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
[paragraph, [192.0, 1604.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
[paragraph, [192.0, 1640.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
[paragraph, [192.0, 1676.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
[paragraph, [192.0, 1712.0, 580.0, 36.0], shoonya_3s7IK2WOZ1TGL8, 5735686]
