[2339, 1654]
[folio, [1338.0, 71.0, 243.0, 36.0], shoonya_6sQ20XTY7YDCJD, 5750833]
[paragraph, [157.0, 111.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 147.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 183.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 219.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 255.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 291.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 327.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 363.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 399.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 435.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [157.0, 471.0, 1441.0, 36.0], shoonya_4s8ON9GKFV72ZG, 5750833]
[paragraph, [158.0, 507.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 543.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 579.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 615.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 651.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 687.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 723.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 759.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 795.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [158.0, 831.0, 1437.0, 36.0], shoonya_1s7WNITOELDCHX, 5750833]
[paragraph, [142.0, 976.0, 1449.0, 36.0], shoonya_7sN12IGBM7UU0C, 5750833]
[paragraph, [142.0, 1012.0, 1449.0, 36.0], shoonya_7sN12IGBM7UU0C, 5750833]
[paragraph, [142.0, 1048.0, 1449.0, 36.0], shoonya_7sN12IGBM7UU0C, 5750833]
[paragraph, [142.0, 1084.0, 1449.0, 36.0], shoonya_7sN12IGBM7UU0C, 5750833]
[paragraph, [142.0, 1120.0, 1449.0, 36.0], shoonya_7sN12IGBM7UU0C, 5750833]
[paragraph, [144.0, 1176.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [144.0, 1212.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [144.0, 1248.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [144.0, 1284.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [144.0, 1320.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [144.0, 1356.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [144.0, 1392.0, 1444.0, 36.0], shoonya_2sQK2GOOKLFKTF, 5750833]
[paragraph, [126.0, 1435.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1471.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1507.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1543.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1579.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1615.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1651.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1687.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1723.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1759.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1795.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1831.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1867.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [126.0, 1903.0, 1452.0, 36.0], shoonya_0sBLENHA88J4E5, 5750833]
[paragraph, [135.0, 1955.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
[paragraph, [135.0, 1991.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
[paragraph, [135.0, 2027.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
[paragraph, [135.0, 2063.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
[paragraph, [135.0, 2099.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
[paragraph, [135.0, 2135.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
[paragraph, [135.0, 2171.0, 1440.0, 36.0], shoonya_5sRULNXVX02M1J, 5750833]
