[2200, 1494]
[section-title, [65.0, 196.0, 224.0, 52.5], OrLMjULKnb, 5756411]
[ordered-list, [77.0, 313.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 349.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 385.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 421.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 457.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 493.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 529.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 565.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 601.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 637.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 673.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 709.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 745.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[ordered-list, [77.0, 781.0, 1299.0, 36.0], shoonya_0s5GTE2KD9USW4, 5756411]
[sub-section-title, [91.0, 831.0, 160.0, 55.5], Maam1ct-aW, 5756411]
[ordered-list, [134.0, 861.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[ordered-list, [134.0, 897.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[ordered-list, [134.0, 933.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[ordered-list, [134.0, 969.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[ordered-list, [134.0, 1005.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[ordered-list, [134.0, 1041.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[ordered-list, [134.0, 1077.0, 1230.0, 36.0], YLXSU2tJDE, 5756411]
[section-title, [106.0, 1151.0, 471.0, 52.5], tzHYPa4euN, 5756411]
[ordered-list, [153.0, 1226.0, 1221.0, 36.0], x-LNSxc3Km, 5756411]
[ordered-list, [153.0, 1262.0, 1221.0, 36.0], x-LNSxc3Km, 5756411]
[ordered-list, [153.0, 1298.0, 1221.0, 36.0], x-LNSxc3Km, 5756411]
[ordered-list, [153.0, 1334.0, 1221.0, 36.0], x-LNSxc3Km, 5756411]
[ordered-list, [153.0, 1370.0, 1221.0, 36.0], x-LNSxc3Km, 5756411]
[ordered-list, [153.0, 1406.0, 1221.0, 36.0], x-LNSxc3Km, 5756411]
[section-title, [106.0, 1469.0, 482.0, 52.5], ESej7UIfv3, 5756411]
[ordered-list, [172.0, 1547.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1583.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1619.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1655.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1691.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1727.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1763.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1799.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1835.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
[ordered-list, [172.0, 1871.0, 1177.0, 36.0], XN9Q3pYan4, 5756411]
