[1238, 765]
[headline, [301.0, 67.0, 138.0, 25.5], iTAbPTtArC, 5769841]
[paragraph, [75.0, 124.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 142.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 160.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 178.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 196.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 214.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 232.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 250.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 268.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 286.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 304.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [75.0, 322.0, 302.0, 18.0], BsdjgGTcR-, 5769841]
[paragraph, [386.0, 131.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 149.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 167.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 185.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 203.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 221.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 239.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 257.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 275.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 293.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 311.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 329.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [386.0, 347.0, 307.0, 18.0], bHqLgQpVq0, 5769841]
[paragraph, [79.0, 342.0, 302.0, 18.0], XTinIzrvHh, 5769841]
[paragraph, [79.0, 360.0, 302.0, 18.0], XTinIzrvHh, 5769841]
[paragraph, [79.0, 378.0, 302.0, 18.0], XTinIzrvHh, 5769841]
[paragraph, [79.0, 396.0, 302.0, 18.0], XTinIzrvHh, 5769841]
[paragraph, [387.0, 376.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 394.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 412.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 430.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 448.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 466.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 484.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 502.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 520.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [387.0, 538.0, 303.0, 18.0], shoonya_0sS380JCZ73UPM, 5769841]
[paragraph, [76.0, 419.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 437.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 455.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 473.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 491.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 509.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 527.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 545.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 563.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 581.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 599.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [76.0, 617.0, 311.0, 18.0], spLrr9vDSv, 5769841]
[paragraph, [388.0, 566.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 584.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 602.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 620.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 638.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 656.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 674.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 692.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 710.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 728.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [388.0, 746.0, 295.0, 18.0], shoonya_2s0Z9T3G5GB336, 5769841]
[paragraph, [73.0, 637.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 655.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 673.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 691.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 709.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 727.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 745.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 763.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 781.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 799.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 817.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 835.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 853.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 871.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 889.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 907.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 925.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 943.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 961.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 979.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 997.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 1015.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 1033.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 1051.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 1069.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [73.0, 1087.0, 308.0, 18.0], MZ-s15W5Z2, 5769841]
[paragraph, [387.0, 782.0, 292.0, 18.0], shoonya_1sAXEF0CVM2JZB, 5769841]
[paragraph, [387.0, 800.0, 292.0, 18.0], shoonya_1sAXEF0CVM2JZB, 5769841]
[paragraph, [387.0, 818.0, 292.0, 18.0], shoonya_1sAXEF0CVM2JZB, 5769841]
[paragraph, [387.0, 836.0, 292.0, 18.0], shoonya_1sAXEF0CVM2JZB, 5769841]
[paragraph, [387.0, 854.0, 292.0, 18.0], shoonya_1sAXEF0CVM2JZB, 5769841]
[paragraph, [383.0, 872.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 890.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 908.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 926.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 944.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 962.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 980.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 998.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [383.0, 1016.0, 299.0, 18.0], aICjgoqHdy, 5769841]
[paragraph, [382.0, 1040.0, 306.0, 18.0], xtgpNPL75D, 5769841]
[paragraph, [382.0, 1058.0, 306.0, 18.0], xtgpNPL75D, 5769841]
[paragraph, [382.0, 1076.0, 306.0, 18.0], xtgpNPL75D, 5769841]
[paragraph, [382.0, 1094.0, 306.0, 18.0], xtgpNPL75D, 5769841]
[paragraph, [382.0, 1112.0, 306.0, 18.0], xtgpNPL75D, 5769841]
[paragraph, [382.0, 1130.0, 306.0, 18.0], xtgpNPL75D, 5769841]
[paragraph, [68.0, 1105.0, 312.0, 18.0], svrWXmT6EU, 5769841]
