[6000, 4167]
[folio, [1203.0, 588.0, 1854.0, 52.5], _bos9QHNLH, 5721668]
[folio, [1203.0, 640.5, 1854.0, 52.5], _bos9QHNLH, 5721668]
[folio, [1203.0, 693.0, 1854.0, 52.5], _bos9QHNLH, 5721668]
[folio, [1203.0, 745.5, 1854.0, 52.5], _bos9QHNLH, 5721668]
[paragraph, [520.0, 902.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 954.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1007.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1059.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1112.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1164.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1217.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1269.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1322.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1374.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1427.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1479.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1532.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1584.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1637.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1689.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1742.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1794.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1847.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1899.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 1952.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2004.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2057.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2109.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2162.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2214.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2267.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2319.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2372.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2424.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2477.0, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [520.0, 2529.5, 3092.0, 52.5], shoonya_0sB7QRGWDUAEVF, 5721668]
[paragraph, [531.0, 2645.0, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 2697.5, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 2750.0, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 2802.5, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 2855.0, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 2907.5, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 2960.0, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [531.0, 3012.5, 3073.0, 52.5], WDEewZRl3g, 5721668]
[paragraph, [536.0, 3151.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3203.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3256.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3308.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3361.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3413.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3466.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3518.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3571.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3623.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3676.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3728.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3781.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3833.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3886.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3938.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 3991.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4043.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4096.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4148.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4201.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4253.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4306.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4358.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4411.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4463.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4516.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4568.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4621.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4673.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4726.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4778.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4831.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4883.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4936.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 4988.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5041.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5093.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5146.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5198.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5251.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5303.5, 3073.0, 52.5], yAuB3MFl9D, 5721668]
[paragraph, [536.0, 5356.0, 3073.0, 52.5], yAuB3MFl9D, 5721668]
