[2339, 1653]
[paragraph, [323.0, 163.0, 1138.0, 36.0], shoonya_3sIEDFAKRKS6HH, 5734493]
[paragraph, [323.0, 199.0, 1138.0, 36.0], shoonya_3sIEDFAKRKS6HH, 5734493]
[paragraph, [323.0, 235.0, 1138.0, 36.0], shoonya_3sIEDFAKRKS6HH, 5734493]
[paragraph, [323.0, 271.0, 1138.0, 36.0], shoonya_3sIEDFAKRKS6HH, 5734493]
[paragraph, [325.0, 328.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 364.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 400.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 436.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 472.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 508.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 544.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 580.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 616.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 652.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 688.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 724.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 760.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 796.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 832.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 868.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 904.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 940.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 976.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 1012.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 1048.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 1084.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [325.0, 1120.0, 1134.0, 36.0], shoonya_2sHY0IMHPT3MUY, 5734493]
[paragraph, [326.0, 1266.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1302.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1338.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1374.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1410.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1446.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1482.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1518.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1554.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1590.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1626.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1662.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [326.0, 1698.0, 1137.0, 36.0], shoonya_0s4Q34WQJODZEP, 5734493]
[paragraph, [324.0, 1764.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 1800.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 1836.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 1872.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 1908.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 1944.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 1980.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 2016.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[paragraph, [324.0, 2052.0, 1137.0, 36.0], shoonya_1sXX6USM12EIEU, 5734493]
[folio, [1110.0, 2156.0, 287.0, 36.0], hdy4I8saLc, 5734493]
