[2339, 1653]
[folio, [289.0, 221.0, 190.0, 36.0], WxUXqyWMKQ, 5655082]
[paragraph, [279.0, 304.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 340.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 376.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 412.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 448.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 484.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 520.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 556.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 592.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 628.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 664.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 700.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 736.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 772.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 808.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 844.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 880.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 916.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 952.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 988.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1024.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1060.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1096.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1132.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1168.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1204.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1240.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1276.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [279.0, 1312.0, 1090.0, 36.0], shoonya_0sDFC7A2ROLZMV, 5655082]
[paragraph, [287.0, 1376.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1412.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1448.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1484.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1520.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1556.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1592.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1628.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1664.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1700.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1736.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1772.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1808.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1844.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1880.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1916.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1952.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 1988.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
[paragraph, [287.0, 2024.0, 1079.0, 36.0], shoonya_1s692PZJRAFFSW, 5655082]
